NAME,B01003_001E,state,county
"Itawamba County, Mississippi",23942,28,057
"Jackson County, Mississippi",144437,28,059
"Jasper County, Mississippi",16211,28,061
"Jefferson County, Mississippi",7127,28,063
"Jefferson Davis County, Mississippi",11183,28,065
"Jones County, Mississippi",66839,28,067
"Kemper County, Mississippi",8855,28,069
"Lafayette County, Mississippi",56920,28,071
"Lamar County, Mississippi",65081,28,073
"Lauderdale County, Mississippi",71984,28,075
"Lawrence County, Mississippi",11883,28,077
"Leake County, Mississippi",21288,28,079
"Lee County, Mississippi",83138,28,081
"Leflore County, Mississippi",27432,28,083
"Lincoln County, Mississippi",34830,28,085
"Lowndes County, Mississippi",58187,28,087
"Madison County, Mississippi",110303,28,089
"Marion County, Mississippi",24303,28,091
"Marshall County, Mississippi",33899,28,093
"Monroe County, Mississippi",33928,28,095
"Montgomery County, Mississippi",9708,28,097
"Neshoba County, Mississippi",28927,28,099
"Newton County, Mississippi",21151,28,101
"Noxubee County, Mississippi",10136,28,103
"Oktibbeha County, Mississippi",51473,28,105
"Panola County, Mississippi",32965,28,107
"Pearl River County, Mississippi",56781,28,109
"Perry County, Mississippi",11459,28,111
"Pike County, Mississippi",39930,28,113
"Pontotoc County, Mississippi",31312,28,115
"Prentiss County, Mississippi",24999,28,117
"Quitman County, Mississippi",5908,28,119
"Rankin County, Mississippi",158218,28,121
"Scott County, Mississippi",27754,28,123
"Sharkey County, Mississippi",3848,28,125
"Simpson County, Mississippi",25817,28,127
"Smith County, Mississippi",14193,28,129
"Stone County, Mississippi",18515,28,131
"Sunflower County, Mississippi",25328,28,133
"Tallahatchie County, Mississippi",12363,28,135
"Tate County, Mississippi",28135,28,137
"Tippah County, Mississippi",21621,28,139
"Tishomingo County, Mississippi",18738,28,141
"Tunica County, Mississippi",9586,28,143
"Union County, Mississippi",28009,28,145
"Walthall County, Mississippi",13864,28,147
"Warren County, Mississippi",43623,28,149
"Washington County, Mississippi",43674,28,151
"Wayne County, Mississippi",19699,28,153
"Webster County, Mississippi",9942,28,155
"Wilkinson County, Mississippi",8376,28,157
"Winston County, Mississippi",17609,28,159
"Yalobusha County, Mississippi",12439,28,161
"Yazoo County, Mississippi",26837,28,163
"Adair County, Missouri",25224,29,001
"Andrew County, Missouri",18086,29,003
"Atchison County, Missouri",5216,29,005
"Audrain County, Missouri",24688,29,007
"Barry County, Missouri",34831,29,009
"Barton County, Missouri",11685,29,011
"Bates County, Missouri",16121,29,013
"Benton County, Missouri",19887,29,015
"Bollinger County, Missouri",10591,29,017
"Boone County, Missouri",185874,29,019
"Buchanan County, Missouri",83855,29,021
"Butler County, Missouri",42166,29,023
"Caldwell County, Missouri",8890,29,025
"Callaway County, Missouri",44541,29,027
"Camden County, Missouri",43416,29,029
"Cape Girardeau County, Missouri",82180,29,031
"Carroll County, Missouri",8459,29,033
"Carter County, Missouri",5269,29,035
"Cass County, Missouri",109393,29,037
"Cedar County, Missouri",14440,29,039
"Chariton County, Missouri",7406,29,041
"Christian County, Missouri",91229,29,043
"Clark County, Missouri",6680,29,045
"Clay County, Missouri",255566,29,047
"Clinton County, Missouri",21259,29,049
"Cole County, Missouri",76924,29,051
"Cooper County, Missouri",16835,29,053
"Crawford County, Missouri",22890,29,055
"Dade County, Missouri",7627,29,057
"Dallas County, Missouri",17344,29,059
"Daviess County, Missouri",8449,29,061
"DeKalb County, Missouri",11176,29,063
"Dent County, Missouri",14506,29,065
"Douglas County, Missouri",11850,29,067
"Dunklin County, Missouri",27795,29,069
"Franklin County, Missouri",105316,29,071
"Gasconade County, Missouri",14774,29,073
"Gentry County, Missouri",6224,29,075
"Greene County, Missouri",301121,29,077
"Grundy County, Missouri",9822,29,079
"Harrison County, Missouri",8198,29,081
"Henry County, Missouri",22194,29,083
"Hickory County, Missouri",8501,29,085
"Holt County, Missouri",4254,29,087
"Howard County, Missouri",10141,29,089
"Howell County, Missouri",40168,29,091
"Iron County, Missouri",9482,29,093
"Jackson County, Missouri",717021,29,095
"Jasper County, Missouri",123532,29,097
"Jefferson County, Missouri",228227,29,099
"Johnson County, Missouri",54331,29,101
"Knox County, Missouri",3760,29,103
"Laclede County, Missouri",36245,29,105
"Lafayette County, Missouri",32974,29,107
"Lawrence County, Missouri",38392,29,109
"Lewis County, Missouri",9945,29,111
"Lincoln County, Missouri",61636,29,113
"Linn County, Missouri",11850,29,115
"Livingston County, Missouri",14330,29,117
"McDonald County, Missouri",23492,29,119
"Macon County, Missouri",15163,29,121
"Madison County, Missouri",12665,29,123
"Maries County, Missouri",8435,29,125
"Marion County, Missouri",28493,29,127
"Mercer County, Missouri",3501,29,129
"Miller County, Missouri",25081,29,131
"Mississippi County, Missouri",12079,29,133
"Moniteau County, Missouri",15303,29,135
"Monroe County, Missouri",8672,29,137
"Montgomery County, Missouri",11422,29,139
"Morgan County, Missouri",21430,29,141
"New Madrid County, Missouri",16041,29,143
"Newton County, Missouri",59490,29,145
"Nodaway County, Missouri",20959,29,147
"Oregon County, Missouri",8704,29,149
"Osage County, Missouri",13379,29,151
"Ozark County, Missouri",8773,29,153
"Pemiscot County, Missouri",15232,29,155
"Perry County, Missouri",18947,29,157
"Pettis County, Missouri",43205,29,159
"Phelps County, Missouri",44948,29,161
"Pike County, Missouri",17623,29,163
"Platte County, Missouri",108751,29,165
"Polk County, Missouri",32109,29,167
"Pulaski County, Missouri",53850,29,169
"Putnam County, Missouri",4675,29,171
"Ralls County, Missouri",10394,29,173
"Randolph County, Missouri",24524,29,175
"Ray County, Missouri",23149,29,177
"Reynolds County, Missouri",6058,29,179
"Ripley County, Missouri",10755,29,181
"St. Charles County, Missouri",409830,29,183
"St. Clair County, Missouri",9451,29,185
"Ste. Genevieve County, Missouri",18551,29,186
"St. Francois County, Missouri",66864,29,187
"St. Louis County, Missouri",996618,29,189
"Saline County, Missouri",23177,29,195
"Schuyler County, Missouri",4044,29,197
"Scotland County, Missouri",4698,29,199
"Scott County, Missouri",37967,29,201
"Shannon County, Missouri",7137,29,203
"Shelby County, Missouri",6011,29,205
"Stoddard County, Missouri",28547,29,207
"Stone County, Missouri",31697,29,209
"Sullivan County, Missouri",5903,29,211
"Taney County, Missouri",56382,29,213
"Texas County, Missouri",24956,29,215
"Vernon County, Missouri",19713,29,217
"Warren County, Missouri",36467,29,219
"Washington County, Missouri",23483,29,221
"Wayne County, Missouri",10942,29,223
"Webster County, Missouri",39868,29,225
"Worth County, Missouri",1956,29,227
"Wright County, Missouri",18722,29,229
"St. Louis city, Missouri",293109,29,510
"Beaverhead County, Montana",9590,30,001
"Big Horn County, Montana",12963,30,003
"Blaine County, Montana",6997,30,005
"Broadwater County, Montana",7310,30,007
"Carbon County, Montana",10877,30,009
"Carter County, Montana",1361,30,011
"Cascade County, Montana",84601,30,013
"Chouteau County, Montana",5888,30,015
"Custer County, Montana",11938,30,017
"Daniels County, Montana",1524,30,019
"Dawson County, Montana",8874,30,021
"Deer Lodge County, Montana",9512,30,023
"Fallon County, Montana",2817,30,025
"Fergus County, Montana",11581,30,027
"Flathead County, Montana",108445,30,029
"Gallatin County, Montana",122194,30,031
"Garfield County, Montana",938,30,033
"Glacier County, Montana",13713,30,035
"Golden Valley County, Montana",840,30,037
"Granite County, Montana",3419,30,039
"Hill County, Montana",16260,30,041
"Jefferson County, Montana",12501,30,043
"Judith Basin County, Montana",2053,30,045
"Lake County, Montana",32073,30,047
"Lewis and Clark County, Montana",72580,30,049
"Liberty County, Montana",1968,30,051
"Lincoln County, Montana",20656,30,053
"McCone County, Montana",1818,30,055
"Madison County, Montana",8975,30,057
"Meagher County, Montana",1979,30,059
"Mineral County, Montana",4796,30,061
"Missoula County, Montana",119639,30,063
"Musselshell County, Montana",5068,30,065
"Park County, Montana",17484,30,067
"Petroleum County, Montana",401,30,069
"Phillips County, Montana",4224,30,071
"Pondera County, Montana",6012,30,073
"Powder River County, Montana",1762,30,075
"Powell County, Montana",7029,30,077
"Prairie County, Montana",1251,30,079
"Ravalli County, Montana",45807,30,081
"Richland County, Montana",11329,30,083
"Roosevelt County, Montana",10665,30,085
"Rosebud County, Montana",8236,30,087
"Sanders County, Montana",12936,30,089
"Sheridan County, Montana",3677,30,091
"Silver Bow County, Montana",35589,30,093
"Stillwater County, Montana",9052,30,095
"Sweet Grass County, Montana",3713,30,097
"Teton County, Montana",6291,30,099
"Toole County, Montana",5028,30,101
"Treasure County, Montana",761,30,103
"Valley County, Montana",7540,30,105
"Wheatland County, Montana",2049,30,107
"Wibaux County, Montana",1148,30,109
"Yellowstone County, Montana",167340,30,111
"Adams County, Nebraska",31034,31,001
"Antelope County, Nebraska",6302,31,003
"Arthur County, Nebraska",540,31,005
"Banner County, Nebraska",657,31,007
"Blaine County, Nebraska",385,31,009
"Boone County, Nebraska",5366,31,011
"Box Butte County, Nebraska",10754,31,013
"Boyd County, Nebraska",1704,31,015
"Brown County, Nebraska",2739,31,017
"Buffalo County, Nebraska",50323,31,019
"Burt County, Nebraska",6730,31,021
"Butler County, Nebraska",8413,31,023
"Cass County, Nebraska",26963,31,025
"Cedar County, Nebraska",8344,31,027
"Chase County, Nebraska",3639,31,029
"Cherry County, Nebraska",5468,31,031
"Cheyenne County, Nebraska",9478,31,033
"Clay County, Nebraska",6084,31,035
"Colfax County, Nebraska",10541,31,037
"Cuming County, Nebraska",8976,31,039
"Custer County, Nebraska",10544,31,041
"Dakota County, Nebraska",21331,31,043
"Dawes County, Nebraska",8212,31,045
"Dawson County, Nebraska",24020,31,047
"Deuel County, Nebraska",1865,31,049
"Dixon County, Nebraska",5561,31,051
"Dodge County, Nebraska",37146,31,053
"Douglas County, Nebraska",585461,31,055
"Dundy County, Nebraska",1811,31,057
"Fillmore County, Nebraska",5551,31,059
"Franklin County, Nebraska",2868,31,061
"Frontier County, Nebraska",2562,31,063
"Furnas County, Nebraska",4605,31,065
"Gage County, Nebraska",21646,31,067
"Garden County, Nebraska",1620,31,069
"Garfield County, Nebraska",1797,31,071
"Gosper County, Nebraska",1929,31,073
"Grant County, Nebraska",695,31,075
"Greeley County, Nebraska",2211,31,077
"Hall County, Nebraska",62431,31,079
"Hamilton County, Nebraska",9438,31,081
"Harlan County, Nebraska",3006,31,083
"Hayes County, Nebraska",854,31,085
"Hitchcock County, Nebraska",2601,31,087
"Holt County, Nebraska",10093,31,089
"Hooker County, Nebraska",613,31,091
"Howard County, Nebraska",6492,31,093
"Jefferson County, Nebraska",7155,31,095
"Johnson County, Nebraska",5263,31,097
"Kearney County, Nebraska",6697,31,099
"Keith County, Nebraska",8239,31,101
"Keya Paha County, Nebraska",939,31,103
"Kimball County, Nebraska",3348,31,105
"Knox County, Nebraska",8362,31,107
"Lancaster County, Nebraska",323673,31,109
"Lincoln County, Nebraska",34122,31,111
"Logan County, Nebraska",812,31,113
"Loup County, Nebraska",564,31,115
"McPherson County, Nebraska",463,31,117
"Madison County, Nebraska",35535,31,119
"Merrick County, Nebraska",7696,31,121
"Morrill County, Nebraska",4544,31,123
"Nance County, Nebraska",3342,31,125
"Nemaha County, Nebraska",7035,31,127
"Nuckolls County, Nebraska",4089,31,129
"Otoe County, Nebraska",16075,31,131
"Pawnee County, Nebraska",2539,31,133
"Perkins County, Nebraska",2835,31,135
"Phelps County, Nebraska",8983,31,137
"Pierce County, Nebraska",7312,31,139
"Platte County, Nebraska",34358,31,141
"Polk County, Nebraska",5209,31,143
"Red Willow County, Nebraska",10611,31,145
"Richardson County, Nebraska",7797,31,147
"Rock County, Nebraska",1335,31,149
"Saline County, Nebraska",14642,31,151
"Sarpy County, Nebraska",194051,31,153
"Saunders County, Nebraska",22761,31,155
"Scotts Bluff County, Nebraska",35937,31,157
"Seward County, Nebraska",17636,31,159
"Sheridan County, Nebraska",5058,31,161
"Sherman County, Nebraska",2974,31,163
"Sioux County, Nebraska",1197,31,165
"Stanton County, Nebraska",5835,31,167
"Thayer County, Nebraska",4938,31,169
"Thomas County, Nebraska",626,31,171
"Thurston County, Nebraska",6666,31,173
"Valley County, Nebraska",4094,31,175
"Washington County, Nebraska",20989,31,177
"Wayne County, Nebraska",9786,31,179
"Webster County, Nebraska",3385,31,181
"Wheeler County, Nebraska",785,31,183
"York County, Nebraska",14231,31,185
"Churchill County, Nevada",25614,32,001
"Clark County, Nevada",2293764,32,003
"Douglas County, Nevada",49624,32,005
"Elko County, Nevada",53852,32,007
"Esmeralda County, Nevada",962,32,009
"Eureka County, Nevada",1660,32,011
"Humboldt County, Nevada",17299,32,013
"Lander County, Nevada",5745,32,015
"Lincoln County, Nevada",4452,32,017
"Lyon County, Nevada",60630,32,019
"Mineral County, Nevada",4557,32,021
"Nye County, Nevada",53207,32,023
"Pershing County, Nevada",6505,32,027
"Storey County, Nevada",4139,32,029
"Washoe County, Nevada",491770,32,031
"White Pine County, Nevada",8856,32,033
"Carson City, Nevada",58364,32,510
"Belknap County, New Hampshire",64300,33,001
"Carroll County, New Hampshire",51259,33,003
"Cheshire County, New Hampshire",76945,33,005
"Coos County, New Hampshire",31386,33,007
"Grafton County, New Hampshire",91759,33,009
"Hillsborough County, New Hampshire",424732,33,011
"Merrimack County, New Hampshire",155018,33,013
"Rockingham County, New Hampshire",317163,33,015
"Strafford County, New Hampshire",131743,33,017
"Sullivan County, New Hampshire",43529,33,019
"Atlantic County, New Jersey",274704,34,001
"Bergen County, New Jersey",954717,34,003
"Burlington County, New Jersey",464226,34,005
"Camden County, New Jersey",524042,34,007
"Cape May County, New Jersey",95236,34,009
"Cumberland County, New Jersey",152915,34,011
"Essex County, New Jersey",854130,34,013
"Gloucester County, New Jersey",304504,34,015
"Hudson County, New Jersey",710478,34,017
"Hunterdon County, New Jersey",129448,34,019
"Mercer County, New Jersey",383286,34,021
"Middlesex County, New Jersey",861535,34,023
"Monmouth County, New Jersey",643615,34,025
"Morris County, New Jersey",510375,34,027
"Ocean County, New Jersey",646434,34,029
"Passaic County, New Jersey",518289,34,031
"Salem County, New Jersey",64973,34,033
"Somerset County, New Jersey",346203,34,035
"Sussex County, New Jersey",145117,34,037
"Union County, New Jersey",572549,34,039
"Warren County, New Jersey",110238,34,041
"Bernalillo County, New Mexico",674357,35,001
"Catron County, New Mexico",3685,35,003
"Chaves County, New Mexico",64446,35,005
"Cibola County, New Mexico",27059,35,006
"Colfax County, New Mexico",12336,35,007
"Curry County, New Mexico",47932,35,009
"De Baca County, New Mexico",1580,35,011
"Doña Ana County, New Mexico",221665,35,013
"Eddy County, New Mexico",61114,35,015
"Grant County, New Mexico",27856,35,017
"Guadalupe County, New Mexico",4379,35,019
"Harding County, New Mexico",748,35,021
"Hidalgo County, New Mexico",4097,35,023
"Lea County, New Mexico",73154,35,025
"Lincoln County, New Mexico",20227,35,027
"Los Alamos County, New Mexico",19374,35,028
"Luna County, New Mexico",25420,35,029
"McKinley County, New Mexico",71172,35,031
"Mora County, New Mexico",4176,35,033
"Otero County, New Mexico",68235,35,035
"Quay County, New Mexico",8616,35,037
"Rio Arriba County, New Mexico",40165,35,039
"Roosevelt County, New Mexico",19002,35,041
"Sandoval County, New Mexico",151538,35,043
"San Juan County, New Mexico",121178,35,045
"San Miguel County, New Mexico",27036,35,047
"Santa Fe County, New Mexico",155175,35,049
"Sierra County, New Mexico",11511,35,051
"Socorro County, New Mexico",16308,35,053
"Taos County, New Mexico",34516,35,055
"Torrance County, New Mexico",15290,35,057
"Union County, New Mexico",4039,35,059
"Valencia County, New Mexico",77382,35,061
"Albany County, New York",315374,36,001
"Allegany County, New York",47027,36,003
"Bronx County, New York",1419250,36,005
"Broome County, New York",197738,36,007
"Cattaraugus County, New York",76479,36,009
"Cayuga County, New York",75464,36,011
"Chautauqua County, New York",126329,36,013
"Chemung County, New York",82805,36,015
"Chenango County, New York",46685,36,017
"Clinton County, New York",78961,36,019
"Columbia County, New York",61245,36,021
"Cortland County, New York",46401,36,023
"Delaware County, New York",44551,36,025
"Dutchess County, New York",297144,36,027
"Erie County, New York",950044,36,029
"Essex County, New York",37077,36,031
"Franklin County, New York",47066,36,033
"Fulton County, New York",52787,36,035
"Genesee County, New York",57943,36,037
"Greene County, New York",47554,36,039
"Hamilton County, New York",5102,36,041
"Herkimer County, New York",59932,36,043
"Jefferson County, New York",116130,36,045
"Kings County, New York",2646306,36,047
"Lewis County, New York",26618,36,049
"Livingston County, New York",61588,36,051
"Madison County, New York",67572,36,053
"Monroe County, New York",754068,36,055
"Montgomery County, New York",49461,36,057
"Nassau County, New York",1388138,36,059
"New York County, New York",1627788,36,061
"Niagara County, New York",211341,36,063
"Oneida County, New York",229645,36,065
"Onondaga County, New York",471611,36,067
"Ontario County, New York",112405,36,069
"Orange County, New York",403840,36,071
"Orleans County, New York",39686,36,073
"Oswego County, New York",117945,36,075
"Otsego County, New York",59738,36,077
"Putnam County, New York",97988,36,079
"Queens County, New York",2330124,36,081
"Rensselaer County, New York",160341,36,083
"Richmond County, New York",492734,36,085
"Rockland County, New York",338936,36,087
"St. Lawrence County, New York",107796,36,089
"Saratoga County, New York",237075,36,091
"Schenectady County, New York",159603,36,093
"Schoharie County, New York",29979,36,095
"Schuyler County, New York",17749,36,097
"Seneca County, New York",33125,36,099
"Steuben County, New York",93034,36,101
"Suffolk County, New York",1525680,36,103
"Sullivan County, New York",79147,36,105
"Tioga County, New York",48106,36,107
"Tompkins County, New York",102879,36,109
"Ulster County, New York",182109,36,111
"Warren County, New York",65560,36,113
"Washington County, New York",60883,36,115
"Wayne County, New York",91128,36,117
"Westchester County, New York",996888,36,119
"Wyoming County, New York",39980,36,121
"Yates County, New York",24637,36,123
"Alamance County, North Carolina",174286,37,001
"Alexander County, North Carolina",36440,37,003
"Alleghany County, North Carolina",11075,37,005
"Anson County, North Carolina",21903,37,007
"Ashe County, North Carolina",26831,37,009
"Avery County, North Carolina",17643,37,011
"Beaufort County, North Carolina",44597,37,013
"Bertie County, North Carolina",17482,37,015
"Bladen County, North Carolina",29591,37,017
"Brunswick County, North Carolina",145889,37,019
"Buncombe County, North Carolina",271790,37,021
"Burke County, North Carolina",87863,37,023
"Cabarrus County, North Carolina",231262,37,025
"Caldwell County, North Carolina",80618,37,027
"Camden County, North Carolina",10743,37,029
"Carteret County, North Carolina",68652,37,031
"Caswell County, North Carolina",22689,37,033
"Catawba County, North Carolina",162051,37,035
"Chatham County, North Carolina",78319,37,037
"Cherokee County, North Carolina",29197,37,039
"Chowan County, North Carolina",13814,37,041
"Clay County, North Carolina",11391,37,043
"Cleveland County, North Carolina",100170,37,045
"Columbus County, North Carolina",50453,37,047
"Craven County, North Carolina",101074,37,049
"Cumberland County, North Carolina",336749,37,051
"Currituck County, North Carolina",29612,37,053
"Dare County, North Carolina",37534,37,055
"Davidson County, North Carolina",171063,37,057
"Davie County, North Carolina",43526,37,059
"Duplin County, North Carolina",49053,37,061
"Durham County, North Carolina",329405,37,063
"Edgecombe County, North Carolina",48777,37,065
"Forsyth County, North Carolina",386740,37,067
"Franklin County, North Carolina",71962,37,069
"Gaston County, North Carolina",231485,37,071
"Gates County, North Carolina",10437,37,073
"Graham County, North Carolina",8041,37,075
"Granville County, North Carolina",61439,37,077
"Greene County, North Carolina",20421,37,079
"Guilford County, North Carolina",542987,37,081
"Halifax County, North Carolina",48219,37,083
"Harnett County, North Carolina",136503,37,085
"Haywood County, North Carolina",62432,37,087
"Henderson County, North Carolina",117387,37,089
"Hertford County, North Carolina",20492,37,091
"Hoke County, North Carolina",53102,37,093
"Hyde County, North Carolina",4625,37,095
"Iredell County, North Carolina",191800,37,097
"Jackson County, North Carolina",43089,37,099
"Johnston County, North Carolina",226623,37,101
"Jones County, North Carolina",9245,37,103
"Lee County, North Carolina",64565,37,105
"Lenoir County, North Carolina",54917,37,107
"Lincoln County, North Carolina",90359,37,109
"McDowell County, North Carolina",44679,37,111
"Macon County, North Carolina",37533,37,113
"Madison County, North Carolina",21640,37,115
"Martin County, North Carolina",21773,37,117
"Mecklenburg County, North Carolina",1130906,37,119
"Mitchell County, North Carolina",14973,37,121
"Montgomery County, North Carolina",25874,37,123
"Moore County, North Carolina",102840,37,125
"Nash County, North Carolina",95451,37,127
"New Hanover County, North Carolina",231214,37,129
"Northampton County, North Carolina",17212,37,131
"Onslow County, North Carolina",208537,37,133
"Orange County, North Carolina",147292,37,135
"Pamlico County, North Carolina",12315,37,137
"Pasquotank County, North Carolina",40830,37,139
"Pender County, North Carolina",63475,37,141
"Perquimans County, North Carolina",13146,37,143
"Person County, North Carolina",39275,37,145
"Pitt County, North Carolina",172279,37,147
"Polk County, North Carolina",19689,37,149
"Randolph County, North Carolina",145322,37,151
"Richmond County, North Carolina",42818,37,153
"Robeson County, North Carolina",116858,37,155
"Rockingham County, North Carolina",91585,37,157
"Rowan County, North Carolina",148487,37,159
"Rutherford County, North Carolina",64850,37,161
"Sampson County, North Carolina",59245,37,163
"Scotland County, North Carolina",34353,37,165
"Stanly County, North Carolina",63557,37,167
"Stokes County, North Carolina",44889,37,169
"Surry County, North Carolina",71407,37,171
"Swain County, North Carolina",14065,37,173
"Transylvania County, North Carolina",33243,37,175
"Tyrrell County, North Carolina",3376,37,177
"Union County, North Carolina",244975,37,179
"Vance County, North Carolina",42361,37,181
"Wake County, North Carolina",1151009,37,183
"Warren County, North Carolina",18751,37,185
"Washington County, North Carolina",10905,37,187
"Watauga County, North Carolina",54607,37,189
"Wayne County, North Carolina",117606,37,191
"Wilkes County, North Carolina",65983,37,193
"Wilson County, North Carolina",78648,37,195
"Yadkin County, North Carolina",37419,37,197
"Yancey County, North Carolina",18676,37,199
"Adams County, North Dakota",2179,38,001
"Barnes County, North Dakota",10794,38,003
"Benson County, North Dakota",5861,38,005
"Billings County, North Dakota",948,38,007
"Bottineau County, North Dakota",6390,38,009
"Bowman County, North Dakota",2935,38,011
"Burke County, North Dakota",2163,38,013
"Burleigh County, North Dakota",98986,38,015
"Cass County, North Dakota",189286,38,017
"Cavalier County, North Dakota",3663,38,019
"Dickey County, North Dakota",4959,38,021
"Divide County, North Dakota",2174,38,023
"Dunn County, North Dakota",4043,38,025
"Eddy County, North Dakota",2319,38,027
"Emmons County, North Dakota",3269,38,029
"Foster County, North Dakota",3372,38,031
"Golden Valley County, North Dakota",1679,38,033
"Grand Forks County, North Dakota",72764,38,035
"Grant County, North Dakota",2276,38,037
"Griggs County, North Dakota",2340,38,039
"Hettinger County, North Dakota",2453,38,041
"Kidder County, North Dakota",2374,38,043
"LaMoure County, North Dakota",4107,38,045
"Logan County, North Dakota",1848,38,047
"McHenry County, North Dakota",5264,38,049
"McIntosh County, North Dakota",2512,38,051
"McKenzie County, North Dakota",14280,38,053
"McLean County, North Dakota",9807,38,055
"Mercer County, North Dakota",8341,38,057
"Morton County, North Dakota",33479,38,059
"Mountrail County, North Dakota",9567,38,061
"Nelson County, North Dakota",3015,38,063
"Oliver County, North Dakota",1821,38,065
"Pembina County, North Dakota",6787,38,067
"Pierce County, North Dakota",3961,38,069
"Ramsey County, North Dakota",11563,38,071
"Ransom County, North Dakota",5662,38,073
"Renville County, North Dakota",2277,38,075
"Richland County, North Dakota",16550,38,077
"Rolette County, North Dakota",12065,38,079
"Sargent County, North Dakota",3822,38,081
"Sheridan County, North Dakota",1327,38,083
"Sioux County, North Dakota",3789,38,085
"Slope County, North Dakota",795,38,087
"Stark County, North Dakota",33116,38,089
"Steele County, North Dakota",1731,38,091
"Stutsman County, North Dakota",21525,38,093
"Towner County, North Dakota",2113,38,095
"Traill County, North Dakota",7980,38,097
"Walsh County, North Dakota",10488,38,099
"Ward County, North Dakota",69232,38,101
"Wells County, North Dakota",3942,38,103
"Williams County, North Dakota",39368,38,105
"Adams County, Ohio",27510,39,001
"Allen County, Ohio",101685,39,003
"Ashland County, Ohio",52296,39,005
"Ashtabula County, Ohio",97343,39,007
"Athens County, Ohio",61573,39,009
"Auglaize County, Ohio",46209,39,011
"Belmont County, Ohio",65982,39,013
"Brown County, Ohio",43710,39,015
"Butler County, Ohio",389910,39,017
"Carroll County, Ohio",26731,39,019
"Champaign County, Ohio",38772,39,021
"Clark County, Ohio",135445,39,023
"Clermont County, Ohio",209862,39,025
"Clinton County, Ohio",42014,39,027
"Columbiana County, Ohio",101203,39,029
"Coshocton County, Ohio",36679,39,031
"Crawford County, Ohio",41767,39,033
"Cuyahoga County, Ohio",1249418,39,035
"Darke County, Ohio",51655,39,037
"Defiance County, Ohio",38258,39,039
"Delaware County, Ohio",221160,39,041
"Erie County, Ohio",74938,39,043
"Fairfield County, Ohio",161289,39,045
"Fayette County, Ohio",28880,39,047
"Franklin County, Ohio",1321635,39,049
"Fulton County, Ohio",42434,39,051
"Gallia County, Ohio",29162,39,053
"Geauga County, Ohio",95479,39,055
"Greene County, Ohio",168531,39,057
"Guernsey County, Ohio",38283,39,059
"Hamilton County, Ohio",827878,39,061
"Hancock County, Ohio",74885,39,063
"Hardin County, Ohio",30527,39,065
"Harrison County, Ohio",14408,39,067
"Henry County, Ohio",27581,39,069
"Highland County, Ohio",43403,39,071
"Hocking County, Ohio",27938,39,073
"Holmes County, Ohio",44312,39,075
"Huron County, Ohio",58412,39,077
"Jackson County, Ohio",32588,39,079
"Jefferson County, Ohio",64855,39,081
"Knox County, Ohio",62888,39,083
"Lake County, Ohio",232101,39,085
"Lawrence County, Ohio",57385,39,087
"Licking County, Ohio",180311,39,089
"Logan County, Ohio",46140,39,091
"Lorain County, Ohio",314588,39,093
"Lucas County, Ohio",428748,39,095
"Madison County, Ohio",44126,39,097
"Mahoning County, Ohio",227063,39,099
"Marion County, Ohio",65145,39,101
"Medina County, Ohio",183049,39,103
"Meigs County, Ohio",22072,39,105
"Mercer County, Ohio",42438,39,107
"Miami County, Ohio",109549,39,109
"Monroe County, Ohio",13308,39,111
"Montgomery County, Ohio",535528,39,113
"Morgan County, Ohio",13758,39,115
"Morrow County, Ohio",35214,39,117
"Muskingum County, Ohio",86382,39,119
"Noble County, Ohio",14252,39,121
"Ottawa County, Ohio",40161,39,123
"Paulding County, Ohio",18800,39,125
"Perry County, Ohio",35474,39,127
"Pickaway County, Ohio",59407,39,129
"Pike County, Ohio",27080,39,131
"Portage County, Ohio",161421,39,133
"Preble County, Ohio",40802,39,135
"Putnam County, Ohio",34352,39,137
"Richland County, Ohio",125138,39,139
"Ross County, Ohio",76748,39,141
"Sandusky County, Ohio",58770,39,143
"Scioto County, Ohio",73118,39,145
"Seneca County, Ohio",54861,39,147
"Shelby County, Ohio",48007,39,149
"Stark County, Ohio",373764,39,151
"Summit County, Ohio",538087,39,153
"Trumbull County, Ohio",201367,39,155
"Tuscarawas County, Ohio",92585,39,157
"Union County, Ohio",65293,39,159
"Van Wert County, Ohio",28824,39,161
"Vinton County, Ohio",12686,39,163
"Warren County, Ohio",246364,39,165
"Washington County, Ohio",59318,39,167
"Wayne County, Ohio",116618,39,169
"Williams County, Ohio",36862,39,171
"Wood County, Ohio",131795,39,173
"Wyandot County, Ohio",21699,39,175
"Adair County, Oklahoma",19595,40,001
"Alfalfa County, Oklahoma",5685,40,003
"Atoka County, Oklahoma",14255,40,005
"Beaver County, Oklahoma",5041,40,007
"Beckham County, Oklahoma",22202,40,009
"Blaine County, Oklahoma",8603,40,011
"Bryan County, Oklahoma",47237,40,013
"Caddo County, Oklahoma",26626,40,015
"Canadian County, Oklahoma",162621,40,017
"Carter County, Oklahoma",48255,40,019
"Cherokee County, Oklahoma",47621,40,021
"Choctaw County, Oklahoma",14299,40,023
"Cimarron County, Oklahoma",2247,40,025
"Cleveland County, Oklahoma",297545,40,027
"Coal County, Oklahoma",5275,40,029
"Comanche County, Oklahoma",121699,40,031
"Cotton County, Oklahoma",5475,40,033
"Craig County, Oklahoma",14215,40,035
"Creek County, Oklahoma",72353,40,037
"Custer County, Oklahoma",28332,40,039
