NAME,B01003_001E,state,county
"Louisa County, Virginia",39012,51,109
"Lunenburg County, Virginia",11990,51,111
"Madison County, Virginia",13931,51,113
"Mathews County, Virginia",8517,51,115
"Mecklenburg County, Virginia",30431,51,117
"Middlesex County, Virginia",10774,51,119
"Montgomery County, Virginia",99159,51,121
"Nelson County, Virginia",14777,51,125
"New Kent County, Virginia",24139,51,127
"Northampton County, Virginia",12115,51,131
"Northumberland County, Virginia",12085,51,133
"Nottoway County, Virginia",15597,51,135
"Orange County, Virginia",37208,51,137
"Page County, Virginia",23750,51,139
"Patrick County, Virginia",17606,51,141
"Pittsylvania County, Virginia",60148,51,143
"Powhatan County, Virginia",31074,51,145
"Prince Edward County, Virginia",21932,51,147
"Prince George County, Virginia",42873,51,149
"Prince William County, Virginia",484625,51,153
"Pulaski County, Virginia",33771,51,155
"Rappahannock County, Virginia",7409,51,157
"Richmond County, Virginia",9047,51,159
"Roanoke County, Virginia",96793,51,161
"Rockbridge County, Virginia",22578,51,163
"Rockingham County, Virginia",84739,51,165
"Russell County, Virginia",25635,51,167
"Scott County, Virginia",21504,51,169
"Shenandoah County, Virginia",44630,51,171
"Smyth County, Virginia",29585,51,173
"Southampton County, Virginia",17988,51,175
"Spotsylvania County, Virginia",143876,51,177
"Stafford County, Virginia",160520,51,179
"Surry County, Virginia",6552,51,181
"Sussex County, Virginia",10793,51,183
"Tazewell County, Virginia",39933,51,185
"Warren County, Virginia",41104,51,187
"Washington County, Virginia",53913,51,191
"Westmoreland County, Virginia",18683,51,193
"Wise County, Virginia",35727,51,195
"Wythe County, Virginia",28219,51,197
"York County, Virginia",70590,51,199
"Alexandria city, Virginia",156788,51,510
"Bristol city, Virginia",17024,51,520
"Buena Vista city, Virginia",6612,51,530
"Charlottesville city, Virginia",45863,51,540
"Chesapeake city, Virginia",251153,51,550
"Colonial Heights city, Virginia",18210,51,570
"Covington city, Virginia",5671,51,580
"Danville city, Virginia",42239,51,590
"Emporia city, Virginia",5633,51,595
"Fairfax city, Virginia",24478,51,600
"Falls Church city, Virginia",14593,51,610
"Franklin city, Virginia",8212,51,620
"Fredericksburg city, Virginia",28383,51,630
"Galax city, Virginia",6698,51,640
"Hampton city, Virginia",137334,51,650
"Harrisonburg city, Virginia",51492,51,660
"Hopewell city, Virginia",22944,51,670
"Lexington city, Virginia",7420,51,678
"Lynchburg city, Virginia",79255,51,680
"Manassas city, Virginia",42674,51,683
"Manassas Park city, Virginia",16923,51,685
"Martinsville city, Virginia",13584,51,690
"Newport News city, Virginia",184774,51,700
"Norfolk city, Virginia",235037,51,710
"Norton city, Virginia",3620,51,720
"Petersburg city, Virginia",33365,51,730
"Poquoson city, Virginia",12556,51,735
"Portsmouth city, Virginia",97299,51,740
"Radford city, Virginia",16505,51,750
"Richmond city, Virginia",227595,51,760
"Roanoke city, Virginia",98677,51,770
"Salem city, Virginia",25477,51,775
"Staunton city, Virginia",25765,51,790
"Suffolk city, Virginia",96638,51,800
"Virginia Beach city, Virginia",457066,51,810
"Waynesboro city, Virginia",22574,51,820
"Williamsburg city, Virginia",15564,51,830
"Winchester city, Virginia",27981,51,840
"Adams County, Washington",20690,53,001
"Asotin County, Washington",22424,53,003
"Benton County, Washington",210224,53,005
"Chelan County, Washington",79518,53,007
"Clallam County, Washington",77593,53,009
"Clark County, Washington",510516,53,011
"Columbia County, Washington",3996,53,013
"Cowlitz County, Washington",111539,53,015
"Douglas County, Washington",43733,53,017
"Ferry County, Washington",7326,53,019
"Franklin County, Washington",97676,53,021
"Garfield County, Washington",2326,53,023
"Grant County, Washington",100428,53,025
"Grays Harbor County, Washington",76397,53,027
"Island County, Washington",86747,53,029
"Jefferson County, Washington",33313,53,031
"King County, Washington",2262713,53,033
"Kitsap County, Washington",276581,53,035
"Kittitas County, Washington",44736,53,037
"Klickitat County, Washington",23082,53,039
"Lewis County, Washington",83925,53,041
"Lincoln County, Washington",11271,53,043
"Mason County, Washington",66968,53,045
"Okanogan County, Washington",42811,53,047
"Pacific County, Washington",23750,53,049
"Pend Oreille County, Washington",13811,53,051
"Pierce County, Washington",924106,53,053
"San Juan County, Washington",18266,53,055
"Skagit County, Washington",130407,53,057
"Skamania County, Washington",12276,53,059
"Snohomish County, Washington",834648,53,061
"Spokane County, Washington",544323,53,063
"Stevens County, Washington",47470,53,065
"Thurston County, Washington",296640,53,067
"Wahkiakum County, Washington",4573,53,069
"Walla Walla County, Washington",62102,53,071
"Whatcom County, Washington",228432,53,073
"Whitman County, Washington",47042,53,075
"Yakima County, Washington",256605,53,077
"Barbour County, West Virginia",15454,54,001
"Berkeley County, West Virginia",126165,54,003
"Boone County, West Virginia",21312,54,005
"Braxton County, West Virginia",12345,54,007
"Brooke County, West Virginia",22053,54,009
"Cabell County, West Virginia",93300,54,011
"Calhoun County, West Virginia",6158,54,013
"Clay County, West Virginia",7946,54,015
"Doddridge County, West Virginia",7767,54,017
"Fayette County, West Virginia",39987,54,019
"Gilmer County, West Virginia",7376,54,021
"Grant County, West Virginia",10972,54,023
"Greenbrier County, West Virginia",32688,54,025
"Hampshire County, West Virginia",23340,54,027
"Hancock County, West Virginia",28658,54,029
"Hardy County, West Virginia",14236,54,031
"Harrison County, West Virginia",65407,54,033
"Jackson County, West Virginia",27753,54,035
"Jefferson County, West Virginia",58546,54,037
"Kanawha County, West Virginia",178198,54,039
"Lewis County, West Virginia",16808,54,041
"Lincoln County, West Virginia",20170,54,043
"Logan County, West Virginia",31826,54,045
"McDowell County, West Virginia",18413,54,047
"Marion County, West Virginia",56042,54,049
"Marshall County, West Virginia",30129,54,051
"Mason County, West Virginia",25214,54,053
"Mercer County, West Virginia",59062,54,055
"Mineral County, West Virginia",26922,54,057
"Mingo County, West Virginia",22979,54,059
"Monongalia County, West Virginia",106520,54,061
"Monroe County, West Virginia",12401,54,063
"Morgan County, West Virginia",17327,54,065
"Nicholas County, West Virginia",24446,54,067
"Ohio County, West Virginia",41904,54,069
"Pendleton County, West Virginia",6111,54,071
"Pleasants County, West Virginia",7572,54,073
"Pocahontas County, West Virginia",7855,54,075
"Preston County, West Virginia",34204,54,077
"Putnam County, West Virginia",57250,54,079
"Raleigh County, West Virginia",73666,54,081
"Randolph County, West Virginia",27782,54,083
"Ritchie County, West Virginia",8372,54,085
"Roane County, West Virginia",13921,54,087
"Summers County, West Virginia",11833,54,089
"Taylor County, West Virginia",16543,54,091
"Tucker County, West Virginia",6698,54,093
"Tyler County, West Virginia",8181,54,095
"Upshur County, West Virginia",23758,54,097
"Wayne County, West Virginia",38498,54,099
"Webster County, West Virginia",8253,54,101
"Wetzel County, West Virginia",14233,54,103
"Wirt County, West Virginia",5131,54,105
"Wood County, West Virginia",83829,54,107
"Wyoming County, West Virginia",20948,54,109
"Adams County, Wisconsin",20928,55,001
"Ashland County, Wisconsin",16050,55,003
"Barron County, Wisconsin",46741,55,005
"Bayfield County, Wisconsin",16410,55,007
"Brown County, Wisconsin",269425,55,009
"Buffalo County, Wisconsin",13341,55,011
"Burnett County, Wisconsin",16741,55,013
"Calumet County, Wisconsin",52626,55,015
"Chippewa County, Wisconsin",66558,55,017
"Clark County, Wisconsin",34736,55,019
"Columbia County, Wisconsin",58322,55,021
"Crawford County, Wisconsin",16064,55,023
"Dane County, Wisconsin",564777,55,025
"Dodge County, Wisconsin",88818,55,027
"Door County, Wisconsin",30279,55,029
"Douglas County, Wisconsin",44197,55,031
"Dunn County, Wisconsin",45349,55,033
"Eau Claire County, Wisconsin",106328,55,035
"Florence County, Wisconsin",4617,55,037
"Fond du Lac County, Wisconsin",104053,55,039
"Forest County, Wisconsin",9261,55,041
"Grant County, Wisconsin",51678,55,043
"Green County, Wisconsin",37036,55,045
"Green Lake County, Wisconsin",19165,55,047
"Iowa County, Wisconsin",23832,55,049
"Iron County, Wisconsin",6164,55,051
"Jackson County, Wisconsin",20971,55,053
"Jefferson County, Wisconsin",85867,55,055
"Juneau County, Wisconsin",26695,55,057
"Kenosha County, Wisconsin",168413,55,059
"Kewaunee County, Wisconsin",20621,55,061
"La Crosse County, Wisconsin",120262,55,063
"Lafayette County, Wisconsin",16788,55,065
"Langlade County, Wisconsin",19473,55,067
"Lincoln County, Wisconsin",28403,55,069
"Manitowoc County, Wisconsin",81314,55,071
"Marathon County, Wisconsin",138067,55,073
"Marinette County, Wisconsin",41907,55,075
"Marquette County, Wisconsin",15706,55,077
"Menominee County, Wisconsin",4256,55,078
"Milwaukee County, Wisconsin",927656,55,079
"Monroe County, Wisconsin",46169,55,081
"Oconto County, Wisconsin",39329,55,083
"Oneida County, Wisconsin",38007,55,085
"Outagamie County, Wisconsin",191537,55,087
"Ozaukee County, Wisconsin",92345,55,089
"Pepin County, Wisconsin",7372,55,091
"Pierce County, Wisconsin",42351,55,093
"Polk County, Wisconsin",45327,55,095
"Portage County, Wisconsin",70375,55,097
"Price County, Wisconsin",14077,55,099
"Racine County, Wisconsin",196888,55,101
"Richland County, Wisconsin",17229,55,103
"Rock County, Wisconsin",163944,55,105
"Rusk County, Wisconsin",14146,55,107
"St. Croix County, Wisconsin",94819,55,109
"Sauk County, Wisconsin",65759,55,111
"Sawyer County, Wisconsin",18243,55,113
"Shawano County, Wisconsin",40927,55,115
"Sheboygan County, Wisconsin",117783,55,117
"Taylor County, Wisconsin",19972,55,119
"Trempealeau County, Wisconsin",30786,55,121
"Vernon County, Wisconsin",30915,55,123
"Vilas County, Wisconsin",23410,55,125
"Walworth County, Wisconsin",105447,55,127
"Washburn County, Wisconsin",16749,55,129
"Washington County, Wisconsin",137320,55,131
"Waukesha County, Wisconsin",409040,55,133
"Waupaca County, Wisconsin",51714,55,135
"Waushara County, Wisconsin",24752,55,137
"Winnebago County, Wisconsin",171357,55,139
"Wood County, Wisconsin",74039,55,141
"Albany County, Wyoming",37713,56,001
"Big Horn County, Wyoming",11737,56,003
"Campbell County, Wyoming",47018,56,005
"Carbon County, Wyoming",14549,56,007
"Converse County, Wyoming",13759,56,009
"Crook County, Wyoming",7339,56,011
"Fremont County, Wyoming",39472,56,013
"Goshen County, Wyoming",12587,56,015
"Hot Springs County, Wyoming",4618,56,017
"Johnson County, Wyoming",8602,56,019
"Laramie County, Wyoming",100661,56,021
"Lincoln County, Wyoming",20158,56,023
"Natrona County, Wyoming",79735,56,025
"Niobrara County, Wyoming",2415,56,027
"Park County, Wyoming",30109,56,029
"Platte County, Wyoming",8606,56,031
"Sheridan County, Wyoming",31585,56,033
"Sublette County, Wyoming",8806,56,035
"Sweetwater County, Wyoming",41786,56,037
"Teton County, Wyoming",23358,56,039
"Uinta County, Wyoming",20605,56,041
"Washakie County, Wyoming",7708,56,043
"Weston County, Wyoming",6835,56,045
"Adjuntas Municipio, Puerto Rico",17975,72,001
"Aguada Municipio, Puerto Rico",37904,72,003
"Aguadilla Municipio, Puerto Rico",54486,72,005
"Aguas Buenas Municipio, Puerto Rico",23888,72,007
"Aibonito Municipio, Puerto Rico",24610,72,009
"Añasco Municipio, Puerto Rico",25316,72,011
"Arecibo Municipio, Puerto Rico",86875,72,013
"Arroyo Municipio, Puerto Rico",15573,72,015
"Barceloneta Municipio, Puerto Rico",22565,72,017
"Barranquitas Municipio, Puerto Rico",28984,72,019
"Bayamón Municipio, Puerto Rico",183456,72,021
"Cabo Rojo Municipio, Puerto Rico",46955,72,023
"Caguas Municipio, Puerto Rico",126239,72,025
"Camuy Municipio, Puerto Rico",32753,72,027
"Canóvanas Municipio, Puerto Rico",42037,72,029
"Carolina Municipio, Puerto Rico",153226,72,031
"Cataño Municipio, Puerto Rico",22768,72,033
"Cayey Municipio, Puerto Rico",41231,72,035
"Ceiba Municipio, Puerto Rico",11128,72,037
"Ciales Municipio, Puerto Rico",16874,72,039
"Cidra Municipio, Puerto Rico",39765,72,041
"Coamo Municipio, Puerto Rico",34294,72,043
"Comerío Municipio, Puerto Rico",18775,72,045
"Corozal Municipio, Puerto Rico",34474,72,047
"Culebra Municipio, Puerto Rico",1281,72,049
"Dorado Municipio, Puerto Rico",35816,72,051
"Fajardo Municipio, Puerto Rico",31756,72,053
"Florida Municipio, Puerto Rico",11624,72,054
"Guánica Municipio, Puerto Rico",13266,72,055
"Guayama Municipio, Puerto Rico",35845,72,057
"Guayanilla Municipio, Puerto Rico",17418,72,059
"Guaynabo Municipio, Puerto Rico",89503,72,061
"Gurabo Municipio, Puerto Rico",40383,72,063
"Hatillo Municipio, Puerto Rico",38266,72,065
"Hormigueros Municipio, Puerto Rico",15520,72,067
"Humacao Municipio, Puerto Rico",50441,72,069
"Isabela Municipio, Puerto Rico",42878,72,071
"Jayuya Municipio, Puerto Rico",14653,72,073
"Juana Díaz Municipio, Puerto Rico",46276,72,075
"Juncos Municipio, Puerto Rico",36895,72,077
"Lajas Municipio, Puerto Rico",23133,72,079
"Lares Municipio, Puerto Rico",27944,72,081
"Las Marías Municipio, Puerto Rico",8790,72,083
"Las Piedras Municipio, Puerto Rico",35034,72,085
"Loíza Municipio, Puerto Rico",23176,72,087
"Luquillo Municipio, Puerto Rico",17631,72,089
"Manatí Municipio, Puerto Rico",39152,72,091
"Maricao Municipio, Puerto Rico",5176,72,093
"Maunabo Municipio, Puerto Rico",10482,72,095
"Mayagüez Municipio, Puerto Rico",71824,72,097
"Moca Municipio, Puerto Rico",37402,72,099
"Morovis Municipio, Puerto Rico",28534,72,101
"Naguabo Municipio, Puerto Rico",23205,72,103
"Naranjito Municipio, Puerto Rico",29246,72,105
"Orocovis Municipio, Puerto Rico",21351,72,107
"Patillas Municipio, Puerto Rico",15753,72,109
"Peñuelas Municipio, Puerto Rico",20082,72,111
"Ponce Municipio, Puerto Rico",134676,72,113
"Quebradillas Municipio, Puerto Rico",23486,72,115
"Rincón Municipio, Puerto Rico",15276,72,117
"Río Grande Municipio, Puerto Rico",46478,72,119
"Sabana Grande Municipio, Puerto Rico",22541,72,121
"Salinas Municipio, Puerto Rico",25397,72,123
"San Germán Municipio, Puerto Rico",31514,72,125
"San Juan Municipio, Puerto Rico",338661,72,127
"San Lorenzo Municipio, Puerto Rico",37515,72,129
"San Sebastián Municipio, Puerto Rico",39168,72,131
"Santa Isabel Municipio, Puerto Rico",20064,72,133
"Toa Alta Municipio, Puerto Rico",66536,72,135
"Toa Baja Municipio, Puerto Rico",73987,72,137
"Trujillo Alto Municipio, Puerto Rico",67329,72,139
"Utuado Municipio, Puerto Rico",27896,72,141
"Vega Alta Municipio, Puerto Rico",35114,72,143
"Vega Baja Municipio, Puerto Rico",54058,72,145
"Vieques Municipio, Puerto Rico",8147,72,147
"Villalba Municipio, Puerto Rico",21778,72,149
"Yabucoa Municipio, Puerto Rico",29868,72,151
"Yauco Municipio, Puerto Rico",33509,72,153
