geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US36107,"Tioga County, NY",47532,168,2595,463,3215,513,1631,406,2090,507,2340,517,1144,386,34517,1130
05000US36109,"Tompkins County, NY",88595,275,9427,982,4120,697,2541,749,2519,499,5028,914,2168,545,62792,1598
05000US36111,"Ulster County, NY",175073,265,16605,1471,8479,958,4738,727,4780,722,7579,1066,3098,773,129794,1969
05000US36113,"Warren County, NY",64721,148,2984,521,2926,548,2399,483,2705,617,2905,590,1396,340,49406,1298
05000US36115,"Washington County, NY",58154,221,2465,441,3839,807,1410,335,2882,661,3302,667,2096,729,42160,1237
05000US36117,"Wayne County, NY",90274,136,5057,868,5117,861,3853,838,2781,575,4678,657,2655,598,66133,1629
05000US36119,"Westchester County, NY",976107,531,45029,3292,41641,3032,22235,2718,26599,3191,35057,3310,15953,2287,789593,5932
05000US36121,"Wyoming County, NY",37280,152,2251,536,1717,325,1375,368,1431,289,2140,398,910,223,27456,738
05000US36123,"Yates County, NY",23461,100,1490,393,1828,436,975,312,852,241,1839,406,826,281,15651,666
05000US37001,"Alamance County, NC",169230,276,9540,1456,14403,1640,7067,1208,7496,1287,12407,1704,5697,1169,112620,2550
05000US37003,"Alexander County, NC",34841,181,1642,635,2562,662,1555,553,1767,774,2631,749,1126,479,23558,1329
05000US37005,"Alleghany County, NC",10970,9,791,302,1116,352,985,317,723,258,1044,242,475,217,5836,496
05000US37007,"Anson County, NC",19973,601,1760,499,2475,523,1441,430,1446,486,2255,491,708,313,9888,753
05000US37009,"Ashe County, NC",26504,56,1519,528,2205,434,2016,506,971,280,2795,874,567,231,16431,1214
05000US37011,"Avery County, NC",14968,92,559,209,1082,379,614,281,1477,347,1229,382,423,183,9584,652
05000US37013,"Beaufort County, NC",44028,124,3259,591,4672,763,2105,455,2088,536,3247,747,854,408,27803,1115
05000US37015,"Bertie County, NC",15931,99,998,290,2154,554,704,264,1495,556,1392,444,826,322,8362,896
05000US37017,"Bladen County, NC",29221,114,3129,645,3078,648,1543,589,1713,538,2033,578,458,260,17267,1056
05000US37019,"Brunswick County, NC",144672,207,6758,947,6812,1109,6444,1086,4569,752,9136,1421,2935,716,108018,2150
05000US37021,"Buncombe County, NC",265007,344,11719,1348,19483,2083,11170,1518,13852,1576,16741,2025,6000,920,186042,3230
05000US37023,"Burke County, NC",85482,121,6401,1278,8925,1388,4329,911,4101,819,5031,733,2994,800,53701,2016
05000US37025,"Cabarrus County, NC",229228,270,8552,1492,11898,1976,8470,1714,8283,1664,10410,1715,4911,1005,176704,3775
05000US37027,"Caldwell County, NC",79545,162,3614,708,6473,1146,4687,820,5105,1228,5902,906,3217,825,50547,2067
05000US37029,"Camden County, NC",10693,47,219,165,318,186,375,285,199,125,400,211,77,77,9105,428
05000US37031,"Carteret County, NC",67511,70,2827,464,3954,651,2457,463,2210,404,4329,784,1475,412,50259,1272
05000US37033,"Caswell County, NC",21161,304,1602,473,1723,437,931,316,940,297,1113,442,533,311,14319,883
05000US37035,"Catawba County, NC",158926,361,9849,1307,10527,1306,6510,1218,6666,1269,10727,1321,4347,1000,110300,2702
05000US37037,"Chatham County, NC",77460,226,2785,646,5326,1255,2999,771,3743,1026,2670,663,2049,710,57888,1500
05000US37039,"Cherokee County, NC",28841,53,2189,538,2029,479,1315,349,2569,704,1521,344,1323,318,17895,865
05000US37041,"Chowan County, NC",13584,14,1029,492,1761,528,997,517,488,327,661,293,339,229,8309,712
05000US37043,"Clay County, NC",11252,76,459,220,1057,320,432,229,650,322,1099,529,119,73,7436,693
05000US37045,"Cleveland County, NC",98200,240,8458,1157,8467,1328,4826,1019,5500,1027,8429,1380,3856,887,58664,2248
05000US37047,"Columbus County, NC",47923,169,4193,786,4813,922,2598,601,3650,785,4323,698,2085,566,26261,1204
05000US37049,"Craven County, NC",96136,206,5468,946,7900,1206,4159,1067,4338,935,5171,995,3173,817,65927,1770
05000US37051,"Cumberland County, NC",318188,566,26926,2002,27868,1965,15707,1856,17137,1810,25056,1883,10087,1168,195407,3162
05000US37053,"Currituck County, NC",29434,113,1162,444,1086,440,530,219,728,236,739,253,747,247,24442,713
05000US37055,"Dare County, NC",37352,22,1283,409,1534,362,1533,496,1180,318,1897,530,518,268,29407,791
05000US37057,"Davidson County, NC",169012,207,8844,1177,14523,2168,7500,1236,9764,1594,12093,1826,5120,970,111168,3000
05000US37059,"Davie County, NC",43186,101,2140,565,2170,617,1381,478,1468,439,2164,444,1352,463,32511,1072
05000US37061,"Duplin County, NC",48673,80,4158,843,4550,811,2587,542,3318,650,5113,895,1314,450,27633,1284
05000US37063,"Durham County, NC",316530,439,20331,1920,17682,1741,11680,1681,12992,1618,18408,2244,10126,1622,225311,3596
05000US37065,"Edgecombe County, NC",48062,105,4814,954,5702,890,2558,609,2816,598,3316,609,1471,444,27385,1322
05000US37067,"Forsyth County, NC",376368,753,25914,2290,29394,2387,18723,2561,16545,1932,26435,2442,8721,1253,250636,3852
05000US37069,"Franklin County, NC",70540,85,4057,824,3061,787,3527,890,3792,729,6417,1100,2847,908,46839,1560
05000US37071,"Gaston County, NC",227676,474,15111,1810,13943,1634,10717,1415,12055,1818,16212,1682,5941,801,153697,2772
05000US37073,"Gates County, NC",10238,107,744,308,468,183,789,333,419,266,537,254,101,90,7180,545
05000US37075,"Graham County, NC",7883,33,187,87,499,168,350,181,364,173,953,348,402,236,5128,468
05000US37077,"Granville County, NC",57048,948,3364,725,4656,992,3157,888,1996,591,2694,653,1961,632,39220,1529
05000US37079,"Greene County, NC",17749,138,1653,396,2315,464,1390,357,545,197,1966,438,715,264,9165,615
05000US37081,"Guilford County, NC",519697,751,37108,3088,42000,2829,21770,1919,23466,2617,33766,2915,15990,2075,345597,4657
05000US37083,"Halifax County, NC",47012,114,4727,845,7099,1090,3313,607,2727,681,3263,702,1537,478,24346,1185
05000US37085,"Harnett County, NC",133246,163,9687,1808,9681,1273,4928,858,7062,1140,8538,1174,3825,933,89525,2639
05000US37087,"Haywood County, NC",61714,189,3295,737,3665,781,2491,561,4112,989,3787,747,1875,497,42489,1525
05000US37089,"Henderson County, NC",115963,172,6178,1105,7358,1077,4385,907,6056,1167,7353,1429,3451,704,81182,2112
05000US37091,"Hertford County, NC",18613,82,1325,355,2661,470,1078,267,1659,553,1206,326,304,98,10380,578
05000US37093,"Hoke County, NC",51906,329,5076,791,3935,644,2683,654,2420,599,4491,909,1397,438,31904,1327
05000US37095,"Hyde County, NC",4005,437,404,235,494,274,311,184,177,176,360,217,49,59,2210,438
05000US37097,"Iredell County, NC",189857,350,7439,1021,9832,1349,5412,924,6379,1159,10412,1565,4088,864,146295,2503
05000US37099,"Jackson County, NC",39227,220,4104,764,3471,712,1617,531,2129,540,2897,682,1366,505,23643,1188
05000US37101,"Johnston County, NC",223985,509,10210,1540,14855,2448,9083,1732,8261,1540,15550,2140,5770,1238,160256,3675
05000US37103,"Jones County, NC",9131,31,795,264,1147,246,567,194,577,178,248,118,465,270,5332,433
05000US37105,"Lee County, NC",63282,242,4072,973,5715,1086,3081,888,2975,749,5575,1200,1487,520,40377,1671
05000US37107,"Lenoir County, NC",53873,169,4854,752,7246,1122,3799,730,4170,911,3191,698,1672,615,28941,1325
05000US37109,"Lincoln County, NC",89512,228,2840,639,5257,1083,3726,847,3383,915,6521,1275,2703,742,65082,1845
05000US37111,"McDowell County, NC",43337,85,2370,496,3687,674,2386,605,2592,746,3719,891,1379,475,27204,1285
05000US37113,"Macon County, NC",37071,165,1870,540,3467,845,2172,518,2355,598,2786,719,1093,374,23328,1212
05000US37115,"Madison County, NC",20780,48,1056,342,1322,389,939,391,1127,421,1216,447,601,284,14519,819
05000US37117,"Martin County, NC",21311,226,1659,443,2527,519,1040,271,1100,388,1751,561,728,431,12506,934
05000US37119,"Mecklenburg County, NC",1113265,1269,55271,4105,60625,4253,39832,3492,45580,3937,56466,4091,27154,2862,828337,6841
05000US37121,"Mitchell County, NC",14580,63,622,231,1267,300,393,231,707,271,1128,374,780,348,9683,701
05000US37123,"Montgomery County, NC",25033,128,1302,396,2725,569,1237,386,1838,474,2355,654,687,295,14889,791
05000US37125,"Moore County, NC",101170,361,4712,749,5365,871,2527,528,3675,900,4312,815,3383,879,77196,1722
05000US37127,"Nash County, NC",93468,337,5044,866,8072,1371,5676,1056,3782,1276,5567,1115,4473,1254,60854,2160
05000US37129,"New Hanover County, NC",225457,267,13390,1182,14501,1986,8997,1656,11128,1834,12846,1955,4466,818,160129,2862
05000US37131,"Northampton County, NC",16573,39,1576,450,1735,367,1076,342,953,244,776,250,444,166,10013,580
05000US37133,"Onslow County, NC",186008,344,11570,1908,10224,1409,12552,2404,9530,1867,15227,2504,5684,1089,121221,4018
05000US37135,"Orange County, NC",135916,282,10327,964,6565,903,4071,872,3771,748,6236,1277,2159,659,102787,1867
05000US37137,"Pamlico County, NC",11433,66,708,242,706,173,695,224,425,146,734,262,222,159,7943,500
05000US37139,"Pasquotank County, NC",38146,340,1433,324,2394,673,2188,644,2074,782,3602,980,1096,479,25359,1300
05000US37141,"Pender County, NC",62106,180,2945,706,3696,821,2408,606,2362,473,3323,751,2196,587,45176,1317
05000US37143,"Perquimans County, NC",13119,3,615,250,879,302,576,234,795,269,839,304,258,173,9157,579
05000US37145,"Person County, NC",38934,41,2938,731,4244,941,1158,466,1650,568,2787,696,562,222,25595,1058
05000US37147,"Pitt County, NC",166082,236,18605,1877,13620,1352,8479,1556,8006,1290,10887,1470,5081,1115,101404,2633
05000US37149,"Polk County, NC",19354,34,813,230,1830,465,940,346,638,200,965,255,623,252,13545,530
05000US37151,"Randolph County, NC",143617,243,9105,1388,12100,1551,7557,1227,8055,1563,12143,1866,4989,1176,89668,2647
05000US37153,"Richmond County, NC",41632,104,5221,1159,5257,1133,3130,966,2379,729,2855,832,1349,583,21441,1213
05000US37155,"Robeson County, NC",113440,113,15288,1162,17354,1304,9004,945,7445,814,8586,980,4071,635,51692,1571
05000US37157,"Rockingham County, NC",89541,493,6801,1367,8285,1098,4452,889,4091,880,7824,1437,2856,790,55232,2001
05000US37159,"Rowan County, NC",144491,195,10418,1375,12463,1641,7198,1383,6392,1105,10722,1820,5306,1046,91992,2671
05000US37161,"Rutherford County, NC",63623,121,3859,751,7337,1009,3579,654,4473,808,6212,1145,2557,815,35606,1706
05000US37163,"Sampson County, NC",57941,194,5173,1118,6554,1053,2585,697,3517,695,4485,783,2271,719,33356,1465
05000US37165,"Scotland County, NC",32159,130,3961,554,4583,673,2274,459,2159,457,2735,721,1153,286,15294,690
05000US37167,"Stanly County, NC",61509,168,4026,753,4739,1010,2700,718,3115,743,3795,643,2151,768,40983,1508
05000US37169,"Stokes County, NC",44124,316,2424,569,2856,663,2136,809,2660,818,3976,653,1441,505,28631,1328
05000US37171,"Surry County, NC",70238,348,4204,563,7520,1001,3963,709,4572,781,4931,786,2565,607,42483,1404
05000US37173,"Swain County, NC",13729,95,1276,374,1614,443,754,311,705,303,943,296,852,423,7585,657
05000US37175,"Transylvania County, NC",32275,86,1712,436,2864,595,1342,378,878,288,2434,599,766,272,22279,952
05000US37177,"Tyrrell County, NC",2812,53,243,126,342,183,123,81,185,158,189,128,177,117,1553,250
05000US37179,"Union County, NC",241896,238,8884,1172,9646,1523,5296,1145,7787,1436,13274,1963,5449,1006,191560,3156
05000US37181,"Vance County, NC",41868,95,3304,738,4632,1039,3610,1006,1842,427,3133,865,1788,736,23559,1497
05000US37183,"Wake County, NC",1129229,696,44492,3255,45074,3392,31852,2976,30667,2914,47764,3734,18662,1995,910718,6342
05000US37185,"Warren County, NC",18006,27,1587,436,2417,477,944,287,1710,449,1396,412,489,192,9463,554
05000US37187,"Washington County, NC",10649,139,999,415,1632,444,864,540,596,300,936,433,293,179,5329,717
05000US37189,"Watauga County, NC",48636,147,7190,762,4815,675,2951,688,1952,494,2437,608,1132,431,28159,1333
05000US37191,"Wayne County, NC",114923,152,8323,1042,11113,1418,7140,1262,7294,1131,7320,1015,2872,866,70861,2297
05000US37193,"Wilkes County, NC",64649,211,4422,865,6201,1083,4102,844,3013,737,5795,1009,2643,870,38473,1831
05000US37195,"Wilson County, NC",77254,128,7595,1277,8631,1352,5724,1050,5483,1004,4688,837,1373,405,43760,1620
05000US37197,"Yadkin County, NC",37017,79,2196,504,2854,742,1967,521,2300,567,2034,400,775,256,24891,971
05000US37199,"Yancey County, NC",18543,22,1477,380,1286,368,1266,379,709,267,2011,594,625,230,11169,794
05000US38001,"Adams County, ND",2112,5,108,66,199,89,93,40,67,38,110,63,90,39,1445,108
05000US38003,"Barnes County, ND",10189,21,618,207,531,198,300,115,330,112,664,238,93,65,7653,360
05000US38005,"Benson County, ND",5832,15,847,235,448,166,390,259,442,187,495,170,109,57,3101,307
05000US38007,"Billings County, ND",941,90,31,22,91,51,49,43,4,6,27,15,38,25,701,92
05000US38009,"Bottineau County, ND",6092,39,259,103,201,65,209,93,221,88,272,102,164,97,4766,217
05000US38011,"Bowman County, ND",2863,14,120,68,152,65,71,52,25,21,36,24,23,16,2436,104
05000US38013,"Burke County, ND",2163,10,47,26,64,36,19,11,51,32,70,30,55,38,1857,78
05000US38015,"Burleigh County, ND",94986,344,3885,709,3916,617,2705,822,1936,511,4110,791,1204,346,77230,1461
05000US38017,"Cass County, ND",183526,191,8676,1196,10304,1190,4815,967,5488,871,9369,1551,4741,1058,140133,2308
05000US38019,"Cavalier County, ND",3555,19,130,70,143,74,50,35,62,38,271,116,64,50,2835,150
05000US38021,"Dickey County, ND",4668,33,104,53,399,154,111,74,230,115,286,151,247,108,3291,211
05000US38023,"Divide County, ND",2103,7,104,57,49,39,79,57,105,65,30,27,5,7,1731,123
05000US38025,"Dunn County, ND",3974,6,126,92,162,72,102,53,165,84,101,55,117,68,3201,139
05000US38027,"Eddy County, ND",2218,27,123,53,160,77,106,54,241,89,106,44,12,10,1470,114
05000US38029,"Emmons County, ND",3187,24,67,23,201,76,181,61,158,70,236,75,175,80,2169,114
05000US38031,"Foster County, ND",3279,9,152,73,147,66,68,64,185,140,221,110,66,43,2440,198
05000US38033,"Golden Valley County, ND",1655,135,100,55,198,84,41,34,67,48,20,13,31,37,1198,150
05000US38035,"Grand Forks County, ND",68306,90,4588,543,4908,815,2735,570,2708,504,3808,724,1861,486,47698,965
05000US38037,"Grant County, ND",2230,6,118,56,271,72,165,77,84,32,186,56,37,18,1369,106
05000US38039,"Griggs County, ND",2258,116,120,46,108,65,91,51,46,25,166,74,63,61,1664,152
05000US38041,"Hettinger County, ND",2312,8,113,60,102,35,72,40,56,34,84,33,189,109,1696,100
05000US38043,"Kidder County, ND",2350,26,75,35,168,69,106,63,66,32,249,83,41,33,1645,119
05000US38045,"LaMoure County, ND",3980,135,174,66,256,120,100,41,129,50,308,123,62,36,2951,202
05000US38047,"Logan County, ND",1779,124,84,38,120,57,86,37,127,58,240,70,23,14,1099,123
05000US38049,"McHenry County, ND",5199,11,265,99,246,72,103,41,231,93,205,69,56,26,4093,160
05000US38051,"McIntosh County, ND",2408,8,200,89,172,58,67,39,92,37,95,34,81,44,1701,115
05000US38053,"McKenzie County, ND",14065,98,732,286,1069,512,437,319,443,204,1200,581,139,117,10045,836
05000US38055,"McLean County, ND",9654,16,269,93,537,151,84,34,217,98,390,97,281,89,7876,220
05000US38057,"Mercer County, ND",8156,34,616,240,253,123,311,174,401,152,332,155,172,103,6071,302
05000US38059,"Morton County, ND",32771,95,886,338,1411,515,813,422,1248,471,991,356,1051,680,26371,1004
05000US38061,"Mountrail County, ND",9455,61,705,223,539,180,686,375,335,134,562,209,185,115,6443,433
05000US38063,"Nelson County, ND",2893,24,244,116,44,34,74,36,44,21,291,94,81,54,2115,136
05000US38065,"Oliver County, ND",1820,100,49,31,37,22,58,51,38,32,199,105,19,19,1420,132
05000US38067,"Pembina County, ND",6619,17,237,63,339,99,298,123,311,114,413,137,165,72,4856,205
05000US38069,"Pierce County, ND",3803,34,181,79,282,116,199,113,53,37,162,78,110,68,2816,205
05000US38071,"Ramsey County, ND",11070,145,520,213,1280,444,433,244,493,182,529,236,197,173,7618,607
05000US38073,"Ransom County, ND",5449,11,356,158,237,100,148,81,124,62,343,90,84,46,4157,230
05000US38075,"Renville County, ND",2212,9,106,46,52,21,62,28,40,23,72,39,78,52,1802,81
05000US38077,"Richland County, ND",15256,28,729,209,853,263,808,280,334,107,922,236,500,171,11110,371
05000US38079,"Rolette County, ND",11644,131,1782,391,1138,389,746,335,551,217,736,264,283,150,6408,557
05000US38081,"Sargent County, ND",3773,7,176,60,121,47,93,41,51,22,124,35,67,40,3141,105
05000US38083,"Sheridan County, ND",1322,101,4,5,109,51,28,20,69,61,65,27,26,18,1021,116
05000US38085,"Sioux County, ND",3720,24,899,213,691,175,289,170,206,87,227,88,103,67,1305,149
05000US38087,"Slope County, ND",795,90,14,11,37,22,89,47,25,18,44,21,11,13,575,89
05000US38089,"Stark County, ND",32184,212,2235,433,1303,360,745,304,952,330,1748,508,484,580,24717,775
05000US38091,"Steele County, ND",1731,116,184,94,46,28,36,28,71,47,72,40,64,44,1258,143
05000US38093,"Stutsman County, ND",19863,125,925,246,1544,364,642,272,937,349,1157,405,412,184,14246,552
05000US38095,"Towner County, ND",2059,35,115,67,122,61,165,87,161,106,132,99,18,17,1346,130
05000US38097,"Traill County, ND",7529,15,233,97,290,92,249,114,201,93,396,157,121,57,6039,249
05000US38099,"Walsh County, ND",10292,19,552,153,529,159,180,67,551,182,438,145,292,88,7750,300
05000US38101,"Ward County, ND",67484,86,2464,498,2791,578,1583,401,1647,497,3256,698,1762,626,53981,1294
05000US38103,"Wells County, ND",3853,11,151,110,254,100,148,76,275,130,170,58,223,149,2632,211
05000US38105,"Williams County, ND",38886,94,2008,650,1398,388,593,291,1822,782,1469,985,615,455,30981,1291
05000US39001,"Adams County, OH",27094,143,2271,408,3237,622,1190,350,2109,631,2349,527,887,345,15051,972
05000US39003,"Allen County, OH",97786,371,5814,821,7001,1026,4182,775,4748,753,7300,1067,3310,642,65431,1590
05000US39005,"Ashland County, OH",50716,103,3393,1005,3595,820,2305,770,2553,644,3695,684,1492,460,33683,1466
05000US39007,"Ashtabula County, OH",94199,116,6557,868,10651,1230,4345,747,6507,1271,6455,1039,3512,664,56172,1643
05000US39009,"Athens County, OH",53885,338,6722,712,5192,683,2565,562,2993,514,4014,858,1281,310,31118,1260
05000US39011,"Auglaize County, OH",45601,75,1659,457,1749,351,1265,294,1398,387,2340,559,1096,508,36094,946
05000US39013,"Belmont County, OH",62167,235,4235,769,4637,564,2829,596,2755,606,4264,695,2448,584,40999,1181
05000US39015,"Brown County, OH",43065,76,2937,584,4561,1005,1568,534,1729,549,1780,498,1275,469,29215,1255
05000US39017,"Butler County, OH",378278,453,22943,2325,21403,2557,11555,1633,13376,1867,21125,2536,10167,1215,277709,4189
05000US39019,"Carroll County, OH",26271,155,1518,372,1756,499,1226,394,1196,385,1643,469,1139,543,17793,823
05000US39021,"Champaign County, OH",38183,37,1234,328,1897,555,860,274,1605,382,2272,533,1003,291,29312,756
05000US39023,"Clark County, OH",132172,314,10213,1272,10369,1051,5164,808,6222,1074,9378,1144,4659,822,86167,1993
05000US39025,"Clermont County, OH",207559,273,9096,1273,9247,1388,7587,1286,6519,1124,9996,1430,4797,867,160317,2767
05000US39027,"Clinton County, OH",40731,137,2343,507,3675,617,2196,623,1725,426,2208,566,1073,349,27511,1043
05000US39029,"Columbiana County, OH",97788,179,6778,1021,6769,849,5483,988,4258,741,6949,1054,2963,663,64588,1861
05000US39031,"Coshocton County, OH",36062,148,3972,778,2804,624,1497,408,1901,469,2272,380,1183,406,22433,1153
