geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US13229,"Pierce County, GA",19781,58,1461,494,1144,383,2195,751,1024,348,1401,516,183,121,12373,877
05000US13231,"Pike County, GA",19148,98,1190,398,640,193,809,317,467,202,896,257,536,242,14610,659
05000US13233,"Polk County, GA",42825,167,3653,799,4649,1183,1278,333,2369,722,3976,1153,1448,598,25452,1585
05000US13235,"Pulaski County, GA",8610,35,958,319,619,341,820,438,314,169,743,287,108,80,5048,584
05000US13237,"Putnam County, GA",22145,227,994,395,3127,930,652,401,1576,613,1272,440,452,227,14072,979
05000US13239,"Quitman County, GA",2092,238,201,136,123,84,226,155,214,151,253,117,17,27,1058,315
05000US13241,"Rabun County, GA",16825,97,832,232,1665,459,863,271,1020,324,1089,281,595,280,10761,699
05000US13243,"Randolph County, GA",6073,12,816,423,812,326,596,435,896,371,319,216,64,77,2570,570
05000US13245,"Richmond County, GA",196159,377,20138,2064,21321,2184,9349,1551,10527,1555,14828,1675,5262,987,114734,3190
05000US13247,"Rockdale County, GA",93411,149,5044,1105,4982,1258,5712,1635,7324,1692,4473,1064,3009,1087,62867,2248
05000US13249,"Schley County, GA",4539,14,208,107,393,187,134,92,323,176,376,195,180,98,2925,271
05000US13251,"Screven County, GA",13653,139,1525,486,947,315,556,223,1077,400,1728,544,358,219,7462,666
05000US13253,"Seminole County, GA",8966,45,858,270,842,251,297,176,678,313,782,256,192,120,5317,475
05000US13255,"Spalding County, GA",66941,313,5689,1005,6830,1209,2793,722,3219,820,4434,1100,2815,814,41161,1846
05000US13257,"Stephens County, GA",25770,203,1821,363,1766,420,2141,609,1360,458,2647,648,1441,535,14594,1038
05000US13259,"Stewart County, GA",3660,301,415,187,603,219,251,171,259,166,268,135,212,154,1652,314
05000US13261,"Sumter County, GA",27412,30,2433,581,3776,625,1212,485,1671,450,2976,724,596,311,14748,1005
05000US13263,"Talbot County, GA",5697,42,390,142,842,244,420,199,301,152,567,190,174,85,3003,326
05000US13265,"Taliaferro County, GA",1733,238,166,91,204,142,101,77,49,48,193,95,80,74,940,192
05000US13267,"Tattnall County, GA",19639,83,1576,468,2887,718,1589,470,1146,565,1524,476,282,119,10635,874
05000US13269,"Taylor County, GA",7631,20,1095,329,1147,297,535,318,550,238,651,267,191,136,3462,471
05000US13271,"Telfair County, GA",9758,269,1028,347,1998,587,450,223,1033,534,678,242,154,143,4417,590
05000US13273,"Terrell County, GA",8607,29,1347,533,1491,443,252,156,343,166,489,319,303,207,4382,433
05000US13275,"Thomas County, GA",45143,72,2924,564,5145,966,2631,661,1646,397,2569,463,1286,349,28942,1091
05000US13277,"Tift County, GA",39510,173,3775,733,4491,1062,2387,621,2557,745,2825,809,1383,497,22092,1459
05000US13279,"Toombs County, GA",26597,55,2249,828,3003,901,1305,442,2017,711,2470,808,754,343,14799,1193
05000US13281,"Towns County, GA",11892,36,662,263,867,306,724,214,632,215,826,263,249,105,7932,449
05000US13283,"Treutlen County, GA",6046,33,633,262,878,356,390,162,631,273,266,148,42,44,3206,435
05000US13285,"Troup County, GA",68004,668,6607,1263,5982,1182,3598,1232,3665,912,4730,1074,2497,718,40925,1853
05000US13287,"Turner County, GA",8657,63,743,328,1126,317,1210,474,337,177,779,337,167,130,4295,449
05000US13289,"Twiggs County, GA",7773,3,483,211,677,358,522,239,207,129,352,225,709,447,4823,491
05000US13291,"Union County, GA",25027,32,1120,293,1478,534,1362,517,1307,440,1938,504,668,394,17154,833
05000US13293,"Upson County, GA",26962,251,2152,577,3597,806,1234,490,1145,478,1717,413,667,300,16450,1020
05000US13295,"Walker County, GA",66637,157,3112,675,6111,1311,4050,1050,2782,592,4836,1074,2847,764,42899,1776
05000US13297,"Walton County, GA",98961,188,4467,1087,7593,1612,3498,784,4828,1327,4897,1010,3241,965,70437,1920
05000US13299,"Ware County, GA",33703,97,2408,549,5282,898,2198,737,2201,709,2560,686,1029,490,18025,1321
05000US13301,"Warren County, GA",5105,3,559,209,553,224,218,129,210,124,389,183,264,162,2912,323
05000US13303,"Washington County, GA",18053,69,1451,351,1356,317,1920,608,1571,592,1783,497,630,281,9342,711
05000US13305,"Wayne County, GA",28585,80,2494,689,3380,774,2469,746,2215,682,1966,558,772,325,15289,983
05000US13307,"Webster County, GA",2345,4,150,97,470,203,60,69,182,106,154,163,61,57,1268,280
05000US13309,"Wheeler County, GA",6544,39,529,315,877,321,207,150,604,432,1206,494,46,55,3075,450
05000US13311,"White County, GA",27808,136,2059,702,1202,338,818,334,1012,387,2032,571,1044,467,19641,1019
05000US13313,"Whitfield County, GA",101897,131,5193,1150,8802,1722,5674,1133,5057,1153,8518,1490,4200,1030,64453,2375
05000US13315,"Wilcox County, GA",7001,34,745,179,875,249,254,112,567,229,599,201,322,121,3639,387
05000US13317,"Wilkes County, GA",9442,42,848,321,755,269,528,284,681,253,863,446,375,192,5392,538
05000US13319,"Wilkinson County, GA",8693,5,876,224,885,267,499,198,439,176,613,180,415,189,4966,361
05000US13321,"Worth County, GA",20318,100,1921,553,2175,503,1230,645,946,330,1682,408,373,151,11991,831
05000US15001,"Hawaii County, HI",200968,462,14075,1622,15182,1563,6719,1052,7825,1248,11058,1582,5535,1218,140574,2941
05000US15003,"Honolulu County, HI",972612,998,45195,2313,43613,3191,25747,2425,25501,2048,40898,2611,16519,1658,775139,4919
05000US15005,"Kalawao County, HI",41,18,11,15,2,9,0,12,1,9,9,7,3,5,15,16
05000US15007,"Kauai County, HI",72848,142,3125,643,3289,682,1600,437,2875,793,4270,959,1419,412,56270,1592
05000US15009,"Maui County, HI",162991,275,7883,990,8086,1201,4841,834,4370,674,8838,1572,3177,804,125796,2167
05000US16001,"Ada County, ID",494706,374,19994,1800,22201,1539,11608,1457,16790,2156,24106,2715,13352,1665,386655,4346
05000US16003,"Adams County, ID",4563,12,219,86,467,154,229,101,276,184,327,158,124,80,2921,231
05000US16005,"Bannock County, ID",85373,218,4466,871,5932,928,4549,818,4642,1071,6157,863,2631,666,56996,1806
05000US16007,"Bear Lake County, ID",6493,4,194,73,466,171,398,192,241,110,351,132,341,137,4502,302
05000US16009,"Benewah County, ID",9786,25,751,247,715,225,622,297,593,239,931,314,274,132,5900,451
05000US16011,"Bingham County, ID",48272,234,1757,427,3543,1032,1816,569,2908,875,3801,830,1972,651,32475,1532
05000US16013,"Blaine County, ID",24458,20,554,258,1267,619,748,506,709,374,2357,871,996,358,17827,1065
05000US16015,"Boise County, ID",8037,19,331,185,327,102,194,75,349,160,373,155,99,61,6364,280
05000US16017,"Bonner County, ID",48902,138,2107,479,3124,798,2101,464,2596,644,3591,827,2226,881,33157,1453
05000US16019,"Bonneville County, ID",125396,181,4139,794,7783,1188,5211,881,6502,1072,9417,2095,4418,1049,87926,2486
05000US16021,"Boundary County, ID",12543,36,1237,429,917,362,294,128,613,283,899,326,362,206,8221,638
05000US16023,"Butte County, ID",2629,9,160,108,401,167,131,69,259,140,203,106,33,35,1442,210
05000US16025,"Camas County, ID",1155,155,19,18,58,50,36,51,56,62,51,42,42,34,893,200
05000US16027,"Canyon County, ID",237994,320,10213,1486,13932,1937,10250,1437,11429,1359,20504,2273,8391,1599,163275,3199
05000US16029,"Caribou County, ID",7038,7,189,101,324,140,255,152,359,183,763,282,270,123,4878,376
05000US16031,"Cassia County, ID",24786,22,1357,508,1189,321,1376,428,1687,635,2749,501,661,304,15767,795
05000US16033,"Clark County, ID",771,155,34,20,64,44,55,56,61,38,126,110,25,35,406,128
05000US16035,"Clearwater County, ID",8139,34,383,119,636,182,331,118,432,132,628,180,200,80,5529,296
05000US16037,"Custer County, ID",4355,7,268,113,235,121,356,156,125,95,305,144,29,35,3037,246
05000US16039,"Elmore County, ID",27788,72,1806,468,1629,416,1527,571,1893,549,2033,476,1221,348,17679,1016
05000US16041,"Franklin County, ID",14555,113,746,257,472,200,422,194,857,338,1103,376,230,124,10725,588
05000US16043,"Fremont County, ID",13131,66,506,200,776,256,510,182,632,252,925,281,806,376,8976,522
05000US16045,"Gem County, ID",19292,224,643,233,1370,502,415,209,572,267,1627,560,986,386,13679,821
05000US16047,"Gooding County, ID",15590,74,616,230,1775,541,887,277,1117,313,1351,386,895,372,8949,719
05000US16049,"Idaho County, ID",16562,50,621,209,1170,295,678,228,974,203,1539,484,265,117,11315,670
05000US16051,"Jefferson County, ID",32096,45,1016,321,1951,791,1135,420,1482,479,3090,853,1197,461,22225,1188
05000US16053,"Jerome County, ID",24600,57,1409,366,2012,722,1267,367,1895,607,1862,566,1515,517,14640,982
05000US16055,"Kootenai County, ID",175419,452,6844,1146,9393,1433,5912,1092,9003,1623,10145,1432,4734,904,129388,2491
05000US16057,"Latah County, ID",35646,205,3065,462,2374,500,1424,372,1959,611,2555,623,815,283,23454,946
05000US16059,"Lemhi County, ID",8039,24,209,116,738,226,430,230,341,197,675,248,465,268,5181,436
05000US16061,"Lewis County, ID",3616,15,212,67,417,97,228,66,285,74,299,87,169,54,2006,142
05000US16063,"Lincoln County, ID",5205,16,242,95,245,71,226,113,358,174,330,159,112,65,3692,269
05000US16065,"Madison County, ID",44097,384,5624,1110,6212,1168,2164,766,3031,1006,3503,795,1371,436,22192,1081
05000US16067,"Minidoka County, ID",21834,38,961,279,2289,640,753,373,988,398,2136,609,549,266,14158,993
05000US16069,"Nez Perce County, ID",41063,118,2434,512,2948,586,2043,619,1818,548,2033,507,1304,431,28483,1034
05000US16071,"Oneida County, ID",4639,3,335,148,214,94,113,103,134,104,374,170,239,184,3230,292
05000US16073,"Owyhee County, ID",12121,33,653,261,967,301,640,255,1041,360,1352,373,360,182,7108,589
05000US16075,"Payette County, ID",25864,120,1026,332,1306,590,1106,522,2901,947,2668,774,706,351,16151,1017
05000US16077,"Power County, ID",7946,34,214,181,432,256,800,399,734,507,812,398,220,196,4734,501
05000US16079,"Shoshone County, ID",13352,50,1030,285,985,237,941,295,600,158,1009,228,625,226,8162,468
05000US16081,"Teton County, ID",12075,23,393,199,743,335,280,169,479,216,701,386,265,156,9214,499
05000US16083,"Twin Falls County, ID",90730,75,3814,793,5928,1010,5211,1072,5220,1077,7110,1206,3855,945,59592,1785
05000US16085,"Valley County, ID",11984,11,830,376,872,443,253,141,1120,553,1193,560,174,130,7542,874
05000US16087,"Washington County, ID",10685,30,939,267,701,230,464,203,1265,311,1020,425,459,189,5837,522
05000US17001,"Adams County, IL",63538,90,3842,633,3946,869,2475,537,2704,434,3693,632,1764,477,45114,1239
05000US17003,"Alexander County, IL",4922,24,357,112,677,243,243,135,408,208,466,167,166,93,2605,246
05000US17005,"Bond County, IL",14562,84,1004,385,842,295,447,176,777,274,951,328,565,308,9976,673
05000US17007,"Boone County, IL",52758,161,2357,602,3181,975,1273,575,2642,959,2719,723,2131,833,38455,1446
05000US17009,"Brown County, IL",4499,51,114,61,285,95,406,156,136,86,268,123,121,76,3169,220
05000US17011,"Bureau County, IL",32513,80,1789,292,2305,340,1204,314,1819,486,1879,383,1267,320,22250,707
05000US17013,"Calhoun County, IL",4309,17,95,46,156,77,26,17,82,59,242,121,65,38,3643,153
05000US17015,"Carroll County, IL",14327,79,648,187,1302,326,484,150,454,141,1110,347,448,161,9881,418
05000US17017,"Cass County, IL",12719,13,716,211,671,226,938,308,592,281,1188,352,218,96,8396,540
05000US17019,"Champaign County, IL",191726,360,22259,1814,12254,1318,7158,1024,7569,1142,11902,1764,4352,844,126232,2438
05000US17021,"Christian County, IL",31981,121,1988,480,1574,372,1421,364,1452,446,2371,509,1325,539,21850,917
05000US17023,"Clark County, IL",15023,49,443,186,982,292,603,223,771,233,576,204,417,192,11231,521
05000US17025,"Clay County, IL",12923,62,1065,282,1095,381,799,277,597,364,1144,434,263,130,7960,605
05000US17027,"Clinton County, IL",34857,162,1213,357,1400,366,1213,411,1439,410,1613,438,775,310,27204,845
05000US17029,"Coles County, IL",43320,179,3615,556,4335,722,2050,491,1952,515,2402,479,1473,443,27493,1086
05000US17031,"Cook County, IL",5101747,1525,333051,7953,347477,9403,188637,8265,196615,6440,278550,8987,122086,6498,3635331,17197
05000US17033,"Crawford County, IL",16990,108,835,218,1128,270,648,215,690,208,748,224,356,170,12585,528
05000US17035,"Cumberland County, IL",10213,41,448,143,565,314,373,135,213,104,343,124,193,90,8078,338
05000US17037,"DeKalb County, IL",96063,133,8327,1278,6964,1417,3847,841,3130,696,4950,1016,2813,603,66032,1821
05000US17039,"De Witt County, IL",15205,72,593,187,942,361,774,297,570,311,831,219,521,198,10974,545
05000US17041,"Douglas County, IL",19342,103,600,164,1118,372,660,182,781,244,1711,434,721,288,13751,663
05000US17043,"DuPage County, IL",914576,356,31160,2339,27717,2165,16722,1743,22678,2376,30762,2225,12561,1517,772976,4588
05000US17045,"Edgar County, IL",16283,12,876,258,1051,302,1066,340,1013,425,1434,339,531,202,10312,649
05000US17047,"Edwards County, IL",6074,26,445,153,585,157,340,140,271,112,378,145,112,72,3943,256
05000US17049,"Effingham County, IL",34027,79,1507,397,2115,546,1264,382,1083,295,1490,331,777,270,25791,848
05000US17051,"Fayette County, IL",20165,126,1520,422,1804,523,947,302,813,222,1770,377,981,352,12330,704
05000US17053,"Ford County, IL",12869,72,880,248,748,228,497,168,704,257,1036,284,363,192,8641,413
05000US17055,"Franklin County, IL",36835,127,2778,491,3449,596,2380,518,2064,479,2119,404,1383,411,22662,1086
05000US17057,"Fulton County, IL",31193,72,1835,362,2107,385,1580,398,1715,356,1988,433,853,287,21115,798
05000US17059,"Gallatin County, IL",4823,21,298,95,452,122,263,85,212,99,287,163,188,129,3123,213
05000US17061,"Greene County, IL",11554,51,698,150,944,269,325,96,732,282,1092,237,451,160,7312,383
05000US17063,"Grundy County, IL",52454,103,1239,352,2068,554,1584,495,1746,490,2081,411,980,339,42756,933
05000US17065,"Hamilton County, IL",7884,33,420,139,569,231,506,225,680,276,567,229,114,92,5028,343
05000US17067,"Hancock County, IL",17156,63,987,215,1195,268,847,189,571,134,861,165,681,250,12014,417
05000US17069,"Hardin County, IL",3541,10,151,78,222,118,230,150,195,102,309,163,158,91,2276,243
05000US17071,"Henderson County, IL",6179,41,226,82,488,145,307,120,189,76,301,124,218,99,4450,257
05000US17073,"Henry County, IL",48086,115,1591,362,2286,454,1549,338,1807,486,2850,534,1860,445,36143,874
05000US17075,"Iroquois County, IL",26099,124,1443,289,2052,343,1190,366,1426,390,1642,350,875,234,17471,495
05000US17077,"Jackson County, IL",49237,56,5511,709,5242,747,2890,529,3642,648,3353,616,1155,314,27444,1164
05000US17079,"Jasper County, IL",9124,37,381,158,414,208,247,156,351,241,641,282,243,138,6847,375
05000US17081,"Jefferson County, IL",35127,149,2355,411,2620,448,1410,307,1677,357,3176,487,1084,321,22805,860
05000US17083,"Jersey County, IL",20345,74,1364,629,664,418,477,302,664,222,1344,609,345,143,15487,726
05000US17085,"Jo Daviess County, IL",21704,36,797,180,949,271,795,219,851,236,1041,267,409,167,16862,535
05000US17087,"Johnson County, IL",11418,77,830,252,1073,261,383,123,411,129,429,149,257,88,8035,413
05000US17089,"Kane County, IL",510174,559,17004,1899,25097,2477,12187,1856,16458,1988,25239,2433,11726,2041,402463,4283
05000US17091,"Kankakee County, IL",102681,318,6615,962,6268,713,4687,1046,5087,832,6861,955,2583,640,70580,1647
05000US17093,"Kendall County, IL",134483,209,3821,1079,2712,992,1606,654,2501,973,5431,1358,3795,1353,114617,2503
05000US17095,"Knox County, IL",45526,126,3295,662,3925,635,2234,496,2655,517,3415,798,790,206,29212,1073
05000US17097,"Lake County, IL",693133,542,25545,2236,30389,2905,16027,1526,19512,2152,25726,2302,14883,1916,561051,4377
05000US17099,"LaSalle County, IL",105677,254,6219,775,8008,1075,2265,440,3767,699,7026,1035,3030,700,75362,1545
05000US17101,"Lawrence County, IL",13440,108,823,227,1151,308,671,277,621,274,758,193,581,302,8835,605
05000US17103,"Lee County, IL",31368,158,1606,432,2070,394,1079,310,1189,466,1449,369,1052,322,22923,839
05000US17105,"Livingston County, IL",33633,123,1219,223,2161,397,1182,330,1618,354,1920,428,1361,485,24172,847
05000US17107,"Logan County, IL",24497,234,1845,410,1501,306,658,196,590,173,1577,399,627,229,17699,642
05000US17109,"McDonough County, IL",24540,49,2482,433,2403,455,1324,373,1102,291,1291,330,429,222,15509,652
05000US17111,"McHenry County, IL",309151,298,8911,1219,9853,1497,5775,950,7300,1259,11208,1339,4370,630,261734,2669
05000US17113,"McLean County, IL",161683,231,13609,1402,7402,1015,3985,795,6105,969,6856,1020,3580,702,120146,1910
05000US17115,"Macon County, IL",99401,193,7457,834,7105,861,4242,950,3936,740,5054,828,2586,782,69021,1689
05000US17117,"Macoupin County, IL",43482,159,2553,506,3706,616,1326,381,1699,385,2479,498,949,320,30770,942
05000US17119,"Madison County, IL",259571,377,13497,1233,15809,1712,8386,1079,9186,1137,15141,1511,5483,980,192069,3007
05000US17121,"Marion County, IL",36135,182,2617,466,3224,485,1706,383,1722,435,2406,459,1351,393,23109,812
05000US17123,"Marshall County, IL",11367,45,553,132,781,181,389,143,320,90,556,122,285,104,8483,303
05000US17125,"Mason County, IL",12681,7,908,291,870,217,330,114,601,254,1363,352,322,113,8287,454
05000US17127,"Massac County, IL",13622,93,1043,305,989,291,692,254,559,218,1001,325,418,233,8920,590
05000US17129,"Menard County, IL",12029,18,691,263,483,146,391,168,427,193,406,162,439,198,9192,352
05000US17131,"Mercer County, IL",15437,35,641,202,576,160,721,267,821,314,675,168,620,209,11383,477
05000US17133,"Monroe County, IL",34559,93,747,276,836,293,358,167,537,195,880,242,523,303,30678,563
05000US17135,"Montgomery County, IL",25736,142,1642,348,1904,404,1038,335,811,239,2019,634,769,286,17553,814
05000US17137,"Morgan County, IL",30449,84,1390,363,2418,385,1597,503,1485,464,1960,478,906,383,20693,790
05000US17139,"Moultrie County, IL",14157,44,923,284,470,187,459,154,477,176,879,234,509,230,10440,415
05000US17141,"Ogle County, IL",50969,54,1845,382,2696,539,1966,563,2179,618,2558,580,1304,416,38421,1137
05000US17143,"Peoria County, IL",174975,229,12377,1147,14614,1871,7290,1246,8066,1031,7951,1147,4907,903,119770,2478
05000US17145,"Perry County, IL",18320,80,931,309,2167,570,495,197,911,268,1017,315,414,182,12385,743
05000US17147,"Piatt County, IL",16605,30,525,220,462,136,432,147,576,233,616,219,394,186,13600,449
05000US17149,"Pike County, IL",14170,109,942,238,1221,334,547,141,963,252,993,262,364,104,9140,563
05000US17151,"Pope County, IL",3599,50,439,151,77,34,111,44,28,25,183,116,136,79,2625,196
05000US17153,"Pulaski County, IL",4921,46,680,201,606,197,298,114,277,143,228,88,140,81,2692,250
05000US17155,"Putnam County, IL",5580,19,257,93,298,103,43,21,113,50,295,96,153,61,4421,161
05000US17157,"Randolph County, IL",27285,203,1663,315,1680,413,1362,374,666,170,1355,277,533,177,20026,691
05000US17159,"Richland County, IL",15328,91,784,195,1039,246,506,159,900,280,908,273,458,198,10733,617
05000US17161,"Rock Island County, IL",137868,369,9167,1025,12077,1360,5494,752,4987,783,8868,1060,4086,823,93189,1674
05000US17163,"St. Clair County, IL",249619,478,17398,2147,16438,2035,8180,1266,8667,1167,15694,1709,6689,984,176553,2858
05000US17165,"Saline County, IL",22828,105,1478,359,2429,491,1207,410,870,264,2047,513,701,254,14096,733
05000US17167,"Sangamon County, IL",191460,347,11904,1343,12798,1215,5681,835,7274,1141,8896,938,4011,885,140896,1875
05000US17169,"Schuyler County, IL",6706,41,791,293,502,281,332,158,145,86,436,161,214,135,4286,388
05000US17171,"Scott County, IL",4791,9,217,82,290,117,138,53,221,78,355,99,92,71,3478,203
05000US17173,"Shelby County, IL",20631,43,1068,283,985,275,821,287,1108,414,1510,377,554,180,14585,575
05000US17175,"Stark County, IL",5182,50,207,88,417,129,223,100,138,77,423,126,276,165,3498,230
05000US17177,"Stephenson County, IL",43295,56,2209,420,3474,704,2098,461,1729,407,2485,449,987,346,30313,1040
05000US17179,"Tazewell County, IL",127594,207,5047,824,6088,1012,3571,607,5155,1029,6007,960,2673,570,99053,1511
05000US17181,"Union County, IL",16558,49,1589,345,1615,332,740,236,627,192,1410,372,311,141,10266,522
05000US17183,"Vermilion County, IL",70087,209,5510,771,6555,741,3538,640,3715,587,6126,934,2142,576,42501,1286
05000US17185,"Wabash County, IL",10940,97,760,227,781,229,712,375,571,176,758,207,82,50,7276,510
05000US17187,"Warren County, IL",15546,68,1033,392,963,315,569,223,410,182,854,289,862,308,10855,595
05000US17189,"Washington County, IL",13454,38,520,165,530,117,570,174,391,166,636,159,337,145,10470,377
05000US17191,"Wayne County, IL",15906,20,1022,232,1180,343,729,209,1055,310,1494,376,464,166,9962,602
05000US17193,"White County, IL",13281,132,856,231,1319,351,623,196,1042,436,1306,385,396,198,7739,631
05000US17195,"Whiteside County, IL",53927,198,3362,635,3147,555,1566,362,2044,414,3642,706,1782,425,38384,1028
05000US17197,"Will County, IL",689477,473,25670,2156,22323,2038,15122,1558,16155,1628,26876,2147,12620,1589,570711,4048
05000US17199,"Williamson County, IL",64519,224,4803,937,4410,649,2282,444,2245,431,4429,763,1842,472,44508,1312
05000US17201,"Winnebago County, IL",279177,275,22480,1768,22237,1970,13014,1342,13207,1620,17780,1973,8982,1163,181477,2920
05000US17203,"Woodford County, IL",37218,106,1806,534,1028,257,790,244,1343,450,1118,307,904,303,30229,807
05000US18001,"Adams County, IN",35459,61,2069,757,2342,654,3204,1126,2240,636,2017,629,1224,522,22363,1247
05000US18003,"Allen County, IN",382081,507,21007,1907,25603,2268,17230,1825,17695,1789,24538,2190,11687,1669,264321,4209
05000US18005,"Bartholomew County, IN",81753,157,5030,947,4783,986,3098,876,3618,1018,4198,888,1517,506,59509,1753
05000US18007,"Benton County, IN",8590,53,596,152,442,135,738,257,393,151,806,232,201,91,5414,299
05000US18009,"Blackford County, IN",11827,59,1098,420,971,316,447,233,1239,514,1290,418,336,169,6446,487
05000US18011,"Boone County, IN",71745,252,1931,673,1758,415,1153,501,2149,575,2591,585,1597,574,60566,1450
05000US18013,"Brown County, IN",15322,77,366,155,955,328,353,228,770,278,674,265,398,189,11806,524
05000US18015,"Carroll County, IN",20228,94,1018,338,680,186,754,241,933,308,1291,428,1069,364,14483,624
05000US18017,"Cass County, IN",36802,142,2427,529,2247,467,2460,667,1924,563,3688,726,1436,487,22620,1101
05000US18019,"Clark County, IN",121001,247,5028,703,6204,1041,4608,1061,4973,954,8963,1235,2890,780,88335,2217
05000US18021,"Clay County, IN",25744,178,979,234,1765,508,982,411,1554,546,1907,491,1411,594,17146,921
05000US18023,"Clinton County, IN",32102,197,1283,308,1461,449,1407,438,2016,614,3125,611,591,229,22219,905
05000US18025,"Crawford County, IN",10422,11,1269,480,1214,331,725,281,622,235,586,175,162,74,5844,457
05000US18027,"Daviess County, IN",32757,98,1563,468,1856,500,1237,355,2410,608,2662,649,1046,404,21983,1088
05000US18029,"Dearborn County, IN",50064,165,2033,486,2042,577,1423,405,1520,538,2530,534,888,309,39628,1116
05000US18031,"Decatur County, IN",25853,82,1254,482,1162,367,568,245,1019,312,1271,397,614,319,19965,853
05000US18033,"DeKalb County, IN",43033,105,2289,610,2065,523,1663,447,1322,390,3018,566,1317,365,31359,1086
05000US18035,"Delaware County, IN",104356,286,10263,1089,10526,1124,6342,991,4596,680,6366,844,4171,959,62092,1656
05000US18037,"Dubois County, IN",42619,182,2372,854,1683,429,1403,532,1573,475,3137,773,933,418,31518,1217
05000US18039,"Elkhart County, IN",203468,343,12621,1746,12896,1663,9474,1264,10511,1732,14798,1543,7238,1273,135930,2801
05000US18041,"Fayette County, IN",22914,82,1757,439,2073,454,1178,348,1495,422,1254,346,1099,415,14058,728
05000US18043,"Floyd County, IN",78877,117,3904,503,3973,808,1821,571,2696,597,3825,784,1243,326,61415,1304
05000US18045,"Fountain County, IN",16348,58,799,194,1233,353,505,182,809,311,1373,308,433,203,11196,538
05000US18047,"Franklin County, IN",22782,102,894,271,1048,360,636,270,914,298,1204,473,834,382,17252,696
05000US18049,"Fulton County, IN",20132,164,1117,357,1424,400,942,370,906,358,1599,470,821,387,13323,820
05000US18051,"Gibson County, IN",32239,38,1215,294,2085,490,1615,443,1184,374,1827,434,1231,434,23082,880
05000US18053,"Grant County, IN",61054,303,5441,724,6058,856,2861,575,3184,572,3728,764,1922,436,37860,1049
05000US18055,"Greene County, IN",30548,65,2043,473,2014,446,1449,397,1683,352,2274,583,1217,333,19868,894
05000US18057,"Hamilton County, IN",354549,299,8898,1385,6524,1008,5916,1288,5360,1330,10888,1677,4660,1072,312303,2794
05000US18059,"Hancock County, IN",81154,123,2070,516,1572,414,2234,791,1809,466,3079,788,1644,460,68746,1309
05000US18061,"Harrison County, IN",39291,78,1400,379,1556,502,1601,511,1452,456,2480,635,541,199,30261,1013
05000US18063,"Hendricks County, IN",174882,324,4396,798,4342,1044,3717,1011,3995,938,5799,1118,2915,824,149718,2142
05000US18065,"Henry County, IN",45704,69,2474,545,3483,531,2009,397,1808,384,3342,645,1446,437,31142,988
05000US18067,"Howard County, IN",82161,179,4604,794,5688,923,3266,800,4883,998,6716,1035,2574,671,54430,1500
05000US18069,"Huntington County, IN",35291,156,1453,301,2111,475,1844,445,1748,480,2451,562,1101,342,24583,854
05000US18071,"Jackson County, IN",45150,285,2784,763,2283,571,1930,607,1962,576,2590,644,1309,448,32292,1250
05000US18073,"Jasper County, IN",32572,83,1405,451,854,249,1224,442,1101,401,2205,753,493,236,25290,892
05000US18075,"Jay County, IN",20001,53,1271,425,1368,342,1769,564,861,215,1692,502,812,342,12228,856
05000US18077,"Jefferson County, IN",31017,127,1662,527,1827,386,631,227,1729,503,3525,795,1256,465,20387,1114
05000US18079,"Jennings County, IN",26753,352,1158,370,2181,490,1041,324,1337,539,1784,567,1193,605,18059,901
05000US18081,"Johnson County, IN",160487,307,5213,1010,6387,1765,3903,918,5118,1052,8260,1605,3787,1203,127819,2672
05000US18083,"Knox County, IN",34298,96,1694,435,2899,666,1409,530,1589,463,2557,529,925,357,23225,1031
05000US18085,"Kosciusko County, IN",78770,114,3175,662,4440,767,2707,722,3359,664,5205,914,2320,520,57564,1550
05000US18087,"LaGrange County, IN",40174,186,761,271,1549,424,1108,406,941,293,4531,937,618,303,30666,1198
05000US18089,"Lake County, IN",493040,515,35990,2651,36020,2760,19361,1978,21691,2096,27052,2320,13045,1544,339881,4150
05000US18091,"LaPorte County, IN",104852,272,7009,962,7682,1306,4357,1033,4042,797,7296,963,2947,665,71519,1935
05000US18093,"Lawrence County, IN",44280,108,2223,501,2761,608,1905,663,2276,590,2882,501,1254,367,30979,1223
05000US18095,"Madison County, IN",125091,325,8132,1164,8010,860,6701,1072,4637,705,8788,1254,3846,720,84977,2064
05000US18097,"Marion County, IN",953481,1412,72189,4302,72015,3833,45468,3734,54471,5237,63685,4200,29315,3003,616338,7179
05000US18099,"Marshall County, IN",45480,94,2660,597,2319,618,2071,637,2310,576,2535,571,1276,375,32309,1213
05000US18101,"Martin County, IN",9697,39,552,210,1042,358,366,261,148,70,554,220,249,207,6786,487
05000US18103,"Miami County, IN",33512,78,2628,521,2455,490,1401,408,1709,510,2455,564,912,274,21952,923
05000US18105,"Monroe County, IN",125252,420,14817,1075,10439,1173,3300,740,5252,909,7333,1136,2375,482,81736,1821
05000US18107,"Montgomery County, IN",36730,114,1708,473,2680,528,2111,587,1558,383,3049,583,680,282,24944,997
05000US18109,"Morgan County, IN",71031,160,2871,585,3193,615,1578,537,3145,774,3772,713,2299,549,54173,1463
05000US18111,"Newton County, IN",13642,25,1281,404,562,181,329,112,581,166,1174,386,558,270,9157,621
