jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,M,15-24,6,2021,monthly,ED,15886738,2184,933,168,218,164,39,NA,173,13.7,5.9,1.1,1.4,1,0.2,NA,1.1
US,M,15-24,7,2021,monthly,ED,15886738,2164,964,184,210,125,35,NA,165,13.6,6.1,1.2,1.3,0.8,0.2,NA,1
US,M,15-24,8,2021,monthly,ED,15886738,2167,931,199,195,137,36,NA,171,13.6,5.9,1.3,1.2,0.9,0.2,NA,1.1
US,M,15-24,9,2021,monthly,ED,15886738,2043,880,159,165,118,25,NA,158,12.9,5.5,1,1,0.7,0.2,NA,1
US,M,15-24,10,2021,monthly,ED,15886738,2098,860,162,181,148,40,NA,151,13.2,5.4,1,1.1,0.9,0.3,NA,1
US,M,15-24,11,2021,monthly,ED,15886738,2027,811,178,143,126,18,NA,126,12.8,5.1,1.1,0.9,0.8,suppressed,NA,0.8
US,M,15-24,12,2021,monthly,ED,15886738,1948,812,183,164,118,29,NA,118,12.3,5.1,1.2,1,0.7,0.2,NA,0.7
US,M,15-24,all,2021,annual,ED,15886738,26433,11136,2036,2404,1765,427,NA,2311,166.4,70.1,12.8,15.1,11.1,2.7,NA,14.5
US,M,25-34,1,2021,monthly,ED,16739722,3773,2375,263,1070,307,105,NA,224,22.5,14.2,1.6,6.4,1.8,0.6,NA,1.3
US,M,25-34,2,2021,monthly,ED,16739722,3380,2153,276,955,250,68,NA,167,20.2,12.9,1.6,5.7,1.5,0.4,NA,1
US,M,25-34,3,2021,monthly,ED,16739722,4968,3074,470,1266,440,150,NA,300,29.7,18.4,2.8,7.6,2.6,0.9,NA,1.8
US,M,25-34,4,2021,monthly,ED,16739722,4308,2714,355,1121,350,92,NA,213,25.7,16.2,2.1,6.7,2.1,0.5,NA,1.3
US,M,25-34,5,2021,monthly,ED,16739722,4523,2784,351,1131,363,97,NA,249,27,16.6,2.1,6.8,2.2,0.6,NA,1.5
US,M,25-34,6,2021,monthly,ED,16739722,4366,2763,397,1110,377,127,NA,217,26.1,16.5,2.4,6.6,2.3,0.8,NA,1.3
US,M,25-34,7,2021,monthly,ED,16739722,4576,2973,443,1151,350,92,NA,216,27.3,17.8,2.6,6.9,2.1,0.5,NA,1.3
US,M,25-34,8,2021,monthly,ED,16739722,4427,2822,433,1094,331,111,NA,203,26.4,16.9,2.6,6.5,2,0.7,NA,1.2
US,M,25-34,9,2021,monthly,ED,16739722,4134,2678,435,979,338,100,NA,162,24.7,16,2.6,5.8,2,0.6,NA,1
US,M,25-34,10,2021,monthly,ED,16739722,4080,2585,404,940,333,111,NA,170,24.4,15.4,2.4,5.6,2,0.7,NA,1
US,M,25-34,11,2021,monthly,ED,16739722,3751,2415,402,818,250,68,NA,140,22.4,14.4,2.4,4.9,1.5,0.4,NA,0.8
US,M,25-34,12,2021,monthly,ED,16739722,3868,2525,505,845,275,93,NA,152,23.1,15.1,3,5,1.6,0.6,NA,0.9
US,M,25-34,all,2021,annual,ED,16739722,50154,31861,4734,12480,3964,1214,NA,2413,299.6,190.3,28.3,74.6,23.7,7.3,NA,14.4
US,M,35-54,1,2021,monthly,ED,30635504,4347,2659,243,1242,319,100,NA,177,14.2,8.7,0.8,4.1,1,0.3,NA,0.6
US,M,35-54,2,2021,monthly,ED,30635504,3797,2352,215,1064,283,99,NA,176,12.4,7.7,0.7,3.5,0.9,0.3,NA,0.6
US,M,35-54,3,2021,monthly,ED,30635504,5383,3325,359,1483,446,168,NA,231,17.6,10.9,1.2,4.8,1.5,0.5,NA,0.8
US,M,35-54,4,2021,monthly,ED,30635504,5089,3131,304,1331,408,154,NA,208,16.6,10.2,1,4.3,1.3,0.5,NA,0.7
US,M,35-54,5,2021,monthly,ED,30635504,5142,3196,338,1332,380,148,NA,194,16.8,10.4,1.1,4.3,1.2,0.5,NA,0.6
US,M,35-54,6,2021,monthly,ED,30635504,5274,3356,340,1436,373,138,NA,205,17.2,11,1.1,4.7,1.2,0.5,NA,0.7
US,M,35-54,7,2021,monthly,ED,30635504,5523,3481,368,1543,388,146,NA,188,18,11.4,1.2,5,1.3,0.5,NA,0.6
US,M,35-54,8,2021,monthly,ED,30635504,5402,3414,450,1371,378,153,NA,188,17.6,11.1,1.5,4.5,1.2,0.5,NA,0.6
US,M,35-54,9,2021,monthly,ED,30635504,5008,3169,381,1249,399,172,NA,169,16.3,10.3,1.2,4.1,1.3,0.6,NA,0.6
US,M,35-54,10,2021,monthly,ED,30635504,4936,3157,408,1255,362,147,NA,160,16.1,10.3,1.3,4.1,1.2,0.5,NA,0.5
US,M,35-54,11,2021,monthly,ED,30635504,4534,2873,384,1136,318,127,NA,145,14.8,9.4,1.3,3.7,1,0.4,NA,0.5
US,M,35-54,12,2021,monthly,ED,30635504,4698,2992,389,1132,291,130,NA,166,15.3,9.8,1.3,3.7,0.9,0.4,NA,0.5
US,M,35-54,all,2021,annual,ED,30635504,59133,37105,4179,15574,4345,1682,NA,2207,193,121.1,13.6,50.8,14.2,5.5,NA,7.2
US,M,55+,1,2021,monthly,ED,32924569,2299,1135,51,506,86,51,NA,99,7,3.4,0.2,1.5,0.3,0.2,NA,0.3
US,M,55+,2,2021,monthly,ED,32924569,2182,1070,64,507,97,56,NA,96,6.6,3.2,0.2,1.5,0.3,0.2,NA,0.3
US,M,55+,3,2021,monthly,ED,32924569,3009,1547,78,712,132,76,NA,99,9.1,4.7,0.2,2.2,0.4,0.2,NA,0.3
US,M,55+,4,2021,monthly,ED,32924569,2900,1517,66,704,129,77,NA,122,8.8,4.6,0.2,2.1,0.4,0.2,NA,0.4
US,M,55+,5,2021,monthly,ED,32924569,2996,1597,81,745,120,77,NA,92,9.1,4.9,0.2,2.3,0.4,0.2,NA,0.3
US,M,55+,6,2021,monthly,ED,32924569,3151,1751,87,850,124,73,NA,119,9.6,5.3,0.3,2.6,0.4,0.2,NA,0.4
US,M,55+,7,2021,monthly,ED,32924569,3451,1925,102,929,111,72,NA,123,10.5,5.8,0.3,2.8,0.3,0.2,NA,0.4
US,M,55+,8,2021,monthly,ED,32924569,3123,1702,98,769,93,58,NA,127,9.5,5.2,0.3,2.3,0.3,0.2,NA,0.4
US,M,55+,9,2021,monthly,ED,32924569,2988,1638,92,734,114,74,NA,98,9.1,5,0.3,2.2,0.3,0.2,NA,0.3
US,M,55+,10,2021,monthly,ED,32924569,3030,1664,91,699,122,63,NA,94,9.2,5.1,0.3,2.1,0.4,0.2,NA,0.3
US,M,55+,11,2021,monthly,ED,32924569,2811,1550,104,660,95,60,NA,97,8.5,4.7,0.3,2,0.3,0.2,NA,0.3
US,M,55+,12,2021,monthly,ED,32924569,2762,1478,95,608,77,44,NA,97,8.4,4.5,0.3,1.8,0.2,0.1,NA,0.3
US,M,55+,all,2021,annual,ED,32924569,34702,18574,1009,8423,1300,781,NA,1263,105.4,56.4,3.1,25.6,3.9,2.4,NA,3.8
US,F,0-14,1,2022,monthly,ED,21283687,1573,41,suppressed,suppressed,66,suppressed,NA,35,7.4,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,2,2022,monthly,ED,21283687,1554,43,suppressed,0,62,suppressed,NA,27,7.3,0.2,suppressed,0,0.3,suppressed,NA,0.1
US,F,0-14,3,2022,monthly,ED,21283687,1893,55,suppressed,suppressed,66,suppressed,NA,33,8.9,0.3,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,4,2022,monthly,ED,21283687,1764,30,suppressed,0,47,suppressed,NA,44,8.3,0.1,suppressed,0,0.2,suppressed,NA,0.2
US,F,0-14,5,2022,monthly,ED,21283687,1902,65,suppressed,suppressed,69,suppressed,NA,36,8.9,0.3,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,6,2022,monthly,ED,21283687,1679,37,suppressed,suppressed,49,suppressed,NA,27,7.9,0.2,suppressed,suppressed,0.2,suppressed,NA,0.1
US,F,0-14,7,2022,monthly,ED,21283687,1611,34,suppressed,0,52,0,NA,34,7.6,0.2,suppressed,0,0.2,0,NA,0.2
US,F,0-14,8,2022,monthly,ED,21283687,1696,49,suppressed,suppressed,67,suppressed,NA,24,8,0.2,suppressed,suppressed,0.3,suppressed,NA,0.1
US,F,0-14,9,2022,monthly,ED,21283687,1817,61,suppressed,suppressed,67,suppressed,NA,29,8.5,0.3,suppressed,suppressed,0.3,suppressed,NA,0.1
US,F,0-14,10,2022,monthly,ED,21283687,1849,48,suppressed,0,63,suppressed,suppressed,30,8.7,0.2,suppressed,0,0.3,suppressed,suppressed,0.1
US,F,0-14,11,2022,monthly,ED,21283687,1730,48,suppressed,0,57,suppressed,suppressed,30,8.1,0.2,suppressed,0,0.3,suppressed,suppressed,0.1
US,F,0-14,12,2022,monthly,ED,21283687,1664,50,suppressed,suppressed,63,suppressed,suppressed,31,7.8,0.2,suppressed,suppressed,0.3,suppressed,suppressed,0.1
US,F,0-14,all,2022,annual,ED,21283687,20732,561,65,11,728,31,NA,380,97.4,2.6,0.3,suppressed,3.4,0.1,NA,1.8
US,F,15-24,1,2022,monthly,ED,15346218,1671,505,82,90,87,16,NA,76,10.9,3.3,0.5,0.6,0.6,suppressed,NA,0.5
US,F,15-24,2,2022,monthly,ED,15346218,1726,459,97,75,92,27,NA,102,11.2,3,0.6,0.5,0.6,0.2,NA,0.7
US,F,15-24,3,2022,monthly,ED,15346218,1932,528,110,92,110,22,NA,110,12.6,3.4,0.7,0.6,0.7,0.1,NA,0.7
US,F,15-24,4,2022,monthly,ED,15346218,1824,477,106,84,103,16,NA,75,11.9,3.1,0.7,0.5,0.7,suppressed,NA,0.5
US,F,15-24,5,2022,monthly,ED,15346218,1860,476,118,70,116,29,NA,109,12.1,3.1,0.8,0.5,0.8,0.2,NA,0.7
US,F,15-24,6,2022,monthly,ED,15346218,1636,484,95,82,89,21,NA,58,10.7,3.2,0.6,0.5,0.6,0.1,NA,0.4
US,F,15-24,7,2022,monthly,ED,15346218,1704,567,148,90,88,18,NA,78,11.1,3.7,1,0.6,0.6,suppressed,NA,0.5
US,F,15-24,8,2022,monthly,ED,15346218,1754,505,109,69,101,24,NA,68,11.4,3.3,0.7,0.4,0.7,0.2,NA,0.4
US,F,15-24,9,2022,monthly,ED,15346218,1858,482,116,58,111,32,NA,90,12.1,3.1,0.8,0.4,0.7,0.2,NA,0.6
US,F,15-24,10,2022,monthly,ED,15346218,1853,479,122,53,103,31,15,98,12.1,3.1,0.8,0.3,0.7,0.2,suppressed,0.6
US,F,15-24,11,2022,monthly,ED,15346218,1640,418,108,48,74,28,11,72,10.7,2.7,0.7,0.3,0.5,0.2,suppressed,0.5
US,F,15-24,12,2022,monthly,ED,15346218,1594,436,105,48,85,28,suppressed,73,10.4,2.8,0.7,0.3,0.6,0.2,suppressed,0.5
US,F,15-24,all,2022,annual,ED,15346218,21052,5816,1316,859,1159,292,NA,1009,137.2,37.9,8.6,5.6,7.6,1.9,NA,6.6
US,F,25-34,1,2022,monthly,ED,16317972,1943,1038,169,379,129,45,NA,86,11.9,6.4,1,2.3,0.8,0.3,NA,0.5
US,F,25-34,2,2022,monthly,ED,16317972,1898,1010,171,353,152,57,NA,86,11.6,6.2,1,2.2,0.9,0.3,NA,0.5
US,F,25-34,3,2022,monthly,ED,16317972,2143,1142,191,389,151,53,NA,118,13.1,7,1.2,2.4,0.9,0.3,NA,0.7
US,F,25-34,4,2022,monthly,ED,16317972,2115,1096,176,365,136,43,NA,98,13,6.7,1.1,2.2,0.8,0.3,NA,0.6
US,F,25-34,5,2022,monthly,ED,16317972,2350,1198,261,343,177,65,NA,99,14.4,7.3,1.6,2.1,1.1,0.4,NA,0.6
US,F,25-34,6,2022,monthly,ED,16317972,2170,1161,233,339,169,68,NA,99,13.3,7.1,1.4,2.1,1,0.4,NA,0.6
US,F,25-34,7,2022,monthly,ED,16317972,2289,1173,244,276,159,70,NA,106,14,7.2,1.5,1.7,1,0.4,NA,0.6
US,F,25-34,8,2022,monthly,ED,16317972,2281,1218,267,328,183,72,NA,93,14,7.5,1.6,2,1.1,0.4,NA,0.6
US,F,25-34,9,2022,monthly,ED,16317972,2093,1106,244,286,152,60,NA,90,12.8,6.8,1.5,1.8,0.9,0.4,NA,0.6
US,F,25-34,10,2022,monthly,ED,16317972,2072,1066,242,247,161,57,43,94,12.7,6.5,1.5,1.5,1,0.3,0.3,0.6
US,F,25-34,11,2022,monthly,ED,16317972,1938,1001,206,273,131,54,29,90,11.9,6.1,1.3,1.7,0.8,0.3,0.2,0.6
US,F,25-34,12,2022,monthly,ED,16317972,1928,990,240,250,158,70,28,86,11.8,6.1,1.5,1.5,1,0.4,0.2,0.5
US,F,25-34,all,2022,annual,ED,16317972,25220,13199,2644,3828,1858,714,NA,1145,154.6,80.9,16.2,23.5,11.4,4.4,NA,7
US,F,35-54,1,2022,monthly,ED,30550767,2650,1296,172,438,150,60,NA,147,8.7,4.2,0.6,1.4,0.5,0.2,NA,0.5
US,F,35-54,2,2022,monthly,ED,30550767,2544,1161,160,364,177,64,NA,133,8.3,3.8,0.5,1.2,0.6,0.2,NA,0.4
US,F,35-54,3,2022,monthly,ED,30550767,2993,1418,183,449,187,72,NA,154,9.8,4.6,0.6,1.5,0.6,0.2,NA,0.5
US,F,35-54,4,2022,monthly,ED,30550767,2858,1320,205,415,203,85,NA,150,9.4,4.3,0.7,1.4,0.7,0.3,NA,0.5
US,F,35-54,5,2022,monthly,ED,30550767,3085,1478,193,431,201,69,NA,173,10.1,4.8,0.6,1.4,0.7,0.2,NA,0.6
US,F,35-54,6,2022,monthly,ED,30550767,3104,1484,210,470,213,85,NA,142,10.2,4.9,0.7,1.5,0.7,0.3,NA,0.5
US,F,35-54,7,2022,monthly,ED,30550767,3410,1671,237,467,238,106,NA,165,11.2,5.5,0.8,1.5,0.8,0.3,NA,0.5
US,F,35-54,8,2022,monthly,ED,30550767,3324,1616,248,446,261,98,NA,161,10.9,5.3,0.8,1.5,0.9,0.3,NA,0.5
US,F,35-54,9,2022,monthly,ED,30550767,2985,1475,241,394,179,74,NA,155,9.8,4.8,0.8,1.3,0.6,0.2,NA,0.5
US,F,35-54,10,2022,monthly,ED,30550767,3014,1462,244,380,190,75,49,148,9.9,4.8,0.8,1.2,0.6,0.2,0.2,0.5
US,F,35-54,11,2022,monthly,ED,30550767,2818,1335,211,335,203,75,56,138,9.2,4.4,0.7,1.1,0.7,0.2,0.2,0.5
US,F,35-54,12,2022,monthly,ED,30550767,2748,1271,218,308,187,88,51,136,9,4.2,0.7,1,0.6,0.3,0.2,0.4
US,F,35-54,all,2022,annual,ED,30550767,35533,16987,2522,4897,2389,951,NA,1802,116.3,55.6,8.3,16,7.8,3.1,NA,5.9
US,F,55+,1,2022,monthly,ED,37972500,1939,672,48,172,43,22,NA,128,5.1,1.8,0.1,0.5,0.1,0.1,NA,0.3
US,F,55+,2,2022,monthly,ED,37972500,1942,636,38,146,58,34,NA,111,5.1,1.7,0.1,0.4,0.2,0.1,NA,0.3
US,F,55+,3,2022,monthly,ED,37972500,2327,739,41,188,56,36,NA,138,6.1,1.9,0.1,0.5,0.1,0.1,NA,0.4
US,F,55+,4,2022,monthly,ED,37972500,2216,731,36,163,54,36,NA,121,5.8,1.9,0.1,0.4,0.1,0.1,NA,0.3
US,F,55+,5,2022,monthly,ED,37972500,2376,778,43,203,63,38,NA,148,6.3,2,0.1,0.5,0.2,0.1,NA,0.4
US,F,55+,6,2022,monthly,ED,37972500,2391,814,55,166,60,29,NA,134,6.3,2.1,0.1,0.4,0.2,0.1,NA,0.4
US,F,55+,7,2022,monthly,ED,37972500,2514,853,57,216,71,42,NA,140,6.6,2.2,0.2,0.6,0.2,0.1,NA,0.4
US,F,55+,8,2022,monthly,ED,37972500,2526,851,59,190,56,37,NA,142,6.7,2.2,0.2,0.5,0.1,0.1,NA,0.4
US,F,55+,9,2022,monthly,ED,37972500,2312,768,64,177,47,25,NA,151,6.1,2,0.2,0.5,0.1,0.1,NA,0.4
US,F,55+,10,2022,monthly,ED,37972500,2289,744,66,154,74,39,suppressed,125,6,2,0.2,0.4,0.2,0.1,suppressed,0.3
US,F,55+,11,2022,monthly,ED,37972500,2144,696,66,146,62,37,suppressed,136,5.6,1.8,0.2,0.4,0.2,0.1,suppressed,0.4
US,F,55+,12,2022,monthly,ED,37972500,2146,680,58,141,60,38,10,124,5.7,1.8,0.2,0.4,0.2,0.1,suppressed,0.3
US,F,55+,all,2022,annual,ED,37972500,27122,8962,631,2062,704,413,NA,1598,71.4,23.6,1.7,5.4,1.9,1.1,NA,4.2
US,M,0-14,1,2022,monthly,ED,22282014,1502,39,suppressed,0,66,0,NA,22,6.7,0.2,suppressed,0,0.3,0,NA,0.1
US,M,0-14,2,2022,monthly,ED,22282014,1468,46,suppressed,suppressed,60,suppressed,NA,23,6.6,0.2,suppressed,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,3,2022,monthly,ED,22282014,1725,47,suppressed,0,67,suppressed,NA,36,7.7,0.2,suppressed,0,0.3,suppressed,NA,0.2
US,M,0-14,4,2022,monthly,ED,22282014,1723,44,suppressed,0,85,suppressed,NA,25,7.7,0.2,suppressed,0,0.4,suppressed,NA,0.1
US,M,0-14,5,2022,monthly,ED,22282014,1839,49,suppressed,0,73,0,NA,39,8.3,0.2,suppressed,0,0.3,0,NA,0.2
US,M,0-14,6,2022,monthly,ED,22282014,1769,54,suppressed,suppressed,75,suppressed,NA,37,7.9,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,7,2022,monthly,ED,22282014,1761,57,suppressed,suppressed,73,suppressed,NA,39,7.9,0.3,suppressed,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,8,2022,monthly,ED,22282014,1707,55,12,suppressed,61,suppressed,NA,32,7.7,0.2,suppressed,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,9,2022,monthly,ED,22282014,1776,49,suppressed,0,68,suppressed,NA,22,8,0.2,suppressed,0,0.3,suppressed,NA,0.1
US,M,0-14,10,2022,monthly,ED,22282014,1797,63,suppressed,suppressed,83,suppressed,suppressed,42,8.1,0.3,suppressed,suppressed,0.4,suppressed,suppressed,0.2
US,M,0-14,11,2022,monthly,ED,22282014,1703,65,13,suppressed,60,suppressed,suppressed,28,7.6,0.3,suppressed,suppressed,0.3,suppressed,suppressed,0.1
US,M,0-14,12,2022,monthly,ED,22282014,1526,47,suppressed,suppressed,48,suppressed,suppressed,33,6.8,0.2,suppressed,suppressed,0.2,suppressed,suppressed,0.1
US,M,0-14,all,2022,annual,ED,22282014,20296,615,83,13,819,39,NA,378,91.1,2.8,0.4,suppressed,3.7,0.2,NA,1.7
US,M,15-24,1,2022,monthly,ED,16039840,1882,763,163,112,105,31,NA,118,11.7,4.8,1,0.7,0.7,0.2,NA,0.7
US,M,15-24,2,2022,monthly,ED,16039840,1846,747,152,130,121,25,NA,130,11.5,4.7,0.9,0.8,0.8,0.2,NA,0.8
US,M,15-24,3,2022,monthly,ED,16039840,2174,835,191,111,139,42,NA,111,13.6,5.2,1.2,0.7,0.9,0.3,NA,0.7
US,M,15-24,4,2022,monthly,ED,16039840,2092,799,197,134,152,39,NA,134,13,5,1.2,0.8,0.9,0.2,NA,0.8
US,M,15-24,5,2022,monthly,ED,16039840,2102,828,231,133,142,37,NA,128,13.1,5.2,1.4,0.8,0.9,0.2,NA,0.8
US,M,15-24,6,2022,monthly,ED,16039840,1906,841,222,118,120,27,NA,115,11.9,5.2,1.4,0.7,0.7,0.2,NA,0.7
US,M,15-24,7,2022,monthly,ED,16039840,1919,808,198,105,125,24,NA,113,12,5,1.2,0.7,0.8,0.1,NA,0.7
US,M,15-24,8,2022,monthly,ED,16039840,2051,843,227,122,141,35,NA,112,12.8,5.3,1.4,0.8,0.9,0.2,NA,0.7
US,M,15-24,9,2022,monthly,ED,16039840,1955,775,198,84,128,31,NA,99,12.2,4.8,1.2,0.5,0.8,0.2,NA,0.6
US,M,15-24,10,2022,monthly,ED,16039840,1985,765,226,68,106,40,13,108,12.4,4.8,1.4,0.4,0.7,0.2,suppressed,0.7
US,M,15-24,11,2022,monthly,ED,16039840,1803,727,210,83,106,28,12,102,11.2,4.5,1.3,0.5,0.7,0.2,suppressed,0.6
US,M,15-24,12,2022,monthly,ED,16039840,1850,737,200,84,103,36,19,103,11.5,4.6,1.2,0.5,0.6,0.2,suppressed,0.6
US,M,15-24,all,2022,annual,ED,16039840,23565,9468,2415,1284,1488,395,NA,1373,146.9,59,15.1,8,9.3,2.5,NA,8.6
US,M,25-34,1,2022,monthly,ED,16734990,3416,2172,445,705,236,73,NA,117,20.4,13,2.7,4.2,1.4,0.4,NA,0.7
US,M,25-34,2,2022,monthly,ED,16734990,3414,2152,387,707,229,81,NA,122,20.4,12.9,2.3,4.2,1.4,0.5,NA,0.7
US,M,25-34,3,2022,monthly,ED,16734990,3738,2331,445,772,306,96,NA,150,22.3,13.9,2.7,4.6,1.8,0.6,NA,0.9
US,M,25-34,4,2022,monthly,ED,16734990,3640,2260,477,668,259,96,NA,146,21.8,13.5,2.9,4,1.5,0.6,NA,0.9
US,M,25-34,5,2022,monthly,ED,16734990,3757,2351,500,705,304,105,NA,142,22.4,14,3,4.2,1.8,0.6,NA,0.8
US,M,25-34,6,2022,monthly,ED,16734990,3681,2326,530,624,306,98,NA,123,22,13.9,3.2,3.7,1.8,0.6,NA,0.7
US,M,25-34,7,2022,monthly,ED,16734990,3951,2508,589,633,273,102,NA,119,23.6,15,3.5,3.8,1.6,0.6,NA,0.7
US,M,25-34,8,2022,monthly,ED,16734990,3831,2424,566,601,277,91,NA,112,22.9,14.5,3.4,3.6,1.7,0.5,NA,0.7
US,M,25-34,9,2022,monthly,ED,16734990,3640,2307,555,562,271,101,NA,108,21.8,13.8,3.3,3.4,1.6,0.6,NA,0.6
US,M,25-34,10,2022,monthly,ED,16734990,3465,2178,542,466,290,117,71,93,20.7,13,3.2,2.8,1.7,0.7,0.4,0.6
US,M,25-34,11,2022,monthly,ED,16734990,3245,1974,502,451,256,89,59,84,19.4,11.8,3,2.7,1.5,0.5,0.4,0.5
US,M,25-34,12,2022,monthly,ED,16734990,3254,2019,507,428,252,75,91,104,19.4,12.1,3,2.6,1.5,0.4,0.5,0.6
US,M,25-34,all,2022,annual,ED,16734990,43032,27002,6045,7322,3259,1124,NA,1420,257.1,161.4,36.1,43.8,19.5,6.7,NA,8.5
US,M,35-54,1,2022,monthly,ED,30746301,4271,2639,368,935,279,121,NA,157,13.9,8.6,1.2,3,0.9,0.4,NA,0.5
US,M,35-54,2,2022,monthly,ED,30746301,4155,2658,362,937,281,117,NA,141,13.5,8.6,1.2,3,0.9,0.4,NA,0.5
US,M,35-54,3,2022,monthly,ED,30746301,4827,2949,445,1026,375,149,NA,153,15.7,9.6,1.4,3.3,1.2,0.5,NA,0.5
US,M,35-54,4,2022,monthly,ED,30746301,4696,2887,471,925,386,158,NA,148,15.3,9.4,1.5,3,1.3,0.5,NA,0.5
US,M,35-54,5,2022,monthly,ED,30746301,4904,3030,453,1002,367,133,NA,142,15.9,9.9,1.5,3.3,1.2,0.4,NA,0.5
US,M,35-54,6,2022,monthly,ED,30746301,4997,3095,500,997,398,161,NA,161,16.3,10.1,1.6,3.2,1.3,0.5,NA,0.5
US,M,35-54,7,2022,monthly,ED,30746301,5379,3428,560,1071,392,171,NA,167,17.5,11.1,1.8,3.5,1.3,0.6,NA,0.5
US,M,35-54,8,2022,monthly,ED,30746301,5164,3227,523,1000,356,169,NA,155,16.8,10.5,1.7,3.3,1.2,0.5,NA,0.5
US,M,35-54,9,2022,monthly,ED,30746301,5029,3132,536,905,392,161,NA,134,16.4,10.2,1.7,2.9,1.3,0.5,NA,0.4
US,M,35-54,10,2022,monthly,ED,30746301,4616,2854,529,813,330,151,78,137,15,9.3,1.7,2.6,1.1,0.5,0.3,0.4
US,M,35-54,11,2022,monthly,ED,30746301,4433,2728,461,714,319,138,94,105,14.4,8.9,1.5,2.3,1,0.4,0.3,0.3
US,M,35-54,12,2022,monthly,ED,30746301,4421,2646,479,719,335,164,80,135,14.4,8.6,1.6,2.3,1.1,0.5,0.3,0.4
US,M,35-54,all,2022,annual,ED,30746301,56892,35273,5687,11044,4210,1793,NA,1735,185,114.7,18.5,35.9,13.7,5.8,NA,5.6
US,M,55+,1,2022,monthly,ED,33315675,2612,1385,109,562,99,62,NA,89,7.8,4.2,0.3,1.7,0.3,0.2,NA,0.3
US,M,55+,2,2022,monthly,ED,33315675,2497,1355,118,557,91,61,NA,96,7.5,4.1,0.4,1.7,0.3,0.2,NA,0.3
US,M,55+,3,2022,monthly,ED,33315675,2879,1513,100,635,117,69,NA,96,8.6,4.5,0.3,1.9,0.4,0.2,NA,0.3
US,M,55+,4,2022,monthly,ED,33315675,2949,1610,118,673,119,75,NA,86,8.9,4.8,0.4,2,0.4,0.2,NA,0.3
US,M,55+,5,2022,monthly,ED,33315675,2993,1573,127,630,121,74,NA,100,9,4.7,0.4,1.9,0.4,0.2,NA,0.3
US,M,55+,6,2022,monthly,ED,33315675,3030,1612,133,633,95,65,NA,96,9.1,4.8,0.4,1.9,0.3,0.2,NA,0.3
US,M,55+,7,2022,monthly,ED,33315675,3301,1787,146,687,109,75,NA,110,9.9,5.4,0.4,2.1,0.3,0.2,NA,0.3
US,M,55+,8,2022,monthly,ED,33315675,3302,1818,128,702,124,76,NA,94,9.9,5.5,0.4,2.1,0.4,0.2,NA,0.3
US,M,55+,9,2022,monthly,ED,33315675,3081,1714,131,701,133,82,NA,88,9.2,5.1,0.4,2.1,0.4,0.2,NA,0.3
US,M,55+,10,2022,monthly,ED,33315675,2979,1595,154,568,122,73,23,107,8.9,4.8,0.5,1.7,0.4,0.2,0.1,0.3
US,M,55+,11,2022,monthly,ED,33315675,2830,1449,130,518,135,86,22,91,8.5,4.3,0.4,1.6,0.4,0.3,0.1,0.3
US,M,55+,12,2022,monthly,ED,33315675,2704,1380,112,516,120,84,suppressed,96,8.1,4.1,0.3,1.5,0.4,0.3,suppressed,0.3
US,M,55+,all,2022,annual,ED,33315675,35157,18791,1506,7382,1385,882,NA,1149,105.5,56.4,4.5,22.2,4.2,2.6,NA,3.4
US,F,0-14,1,2023,monthly,ED,21090980,1807,50,13,0,55,suppressed,suppressed,33,8.6,0.2,suppressed,0,0.3,suppressed,suppressed,0.2
US,F,0-14,2,2023,monthly,ED,21090980,1699,41,11,suppressed,62,suppressed,suppressed,28,8.1,0.2,suppressed,suppressed,0.3,suppressed,suppressed,0.1
US,F,0-14,3,2023,monthly,ED,21090980,1869,37,10,suppressed,60,suppressed,suppressed,29,8.9,0.2,suppressed,suppressed,0.3,suppressed,suppressed,0.1
US,F,0-14,4,2023,monthly,ED,21090980,1761,56,suppressed,0,52,0,suppressed,21,8.3,0.3,suppressed,0,0.2,0,suppressed,0.1
US,F,0-14,5,2023,monthly,ED,21090980,1964,64,suppressed,suppressed,62,suppressed,suppressed,41,9.3,0.3,suppressed,suppressed,0.3,suppressed,suppressed,0.2
US,F,0-14,6,2023,monthly,ED,21090980,1610,39,13,0,61,suppressed,suppressed,20,7.6,0.2,suppressed,0,0.3,suppressed,suppressed,0.1
US,F,0-14,7,2023,monthly,ED,21090980,1703,66,18,suppressed,48,suppressed,suppressed,29,8.1,0.3,suppressed,suppressed,0.2,suppressed,suppressed,0.1
US,F,0-14,8,2023,monthly,ED,21090980,1709,39,suppressed,suppressed,49,0,suppressed,30,8.1,0.2,suppressed,suppressed,0.2,0,suppressed,0.1
